Produção - feijão
Sigla;Código;Município;2017;2018;2019;2020;2021;2022;2023;
RS;4320354;Sentinela do Sul;85;59;38;14;40;58;42;
RS;4320404;Serafina Corrêa;7;40;41;45;7;44;34;
RS;4320453;Sério;38;38;43;34;38;25;25;
RS;4320503;Sertão;36;122;122;175;175;560;560;
RS;4320552;Sertão Santana;72;58;72;14;58;88;88;
RS;4320578;Sete de Setembro;256;232;236;112;128;160;96;
RS;4320602;Severiano de Almeida;132;90;90;59;87;120;50;
RS;4320651;Silveira Martins;92;108;146;112;153;100;80;
RS;4320677;Sinimbu;312;294;312;178;293;195;195;
RS;4320701;Sobradinho;159;214;192;104;164;130;150;
RS;4320800;Soledade;208;215;208;156;156;130;130;
RS;4320859;Tabaí;9;9;28;24;24;20;20;
RS;4320909;Tapejara;36;15;18;29;0;205;155;
RS;4321006;Tapera;220;590;670;522;714;300;300;
RS;4321105;Tapes;3;3;3;2;3;5;5;
RS;4321204;Taquara;108;96;96;50;145;82;82;
RS;4321303;Taquari;13;13;14;9;13;13;13;
RS;4321329;Taquaruçu do Sul;118;129;186;105;77;80;41;
RS;4321352;Tavares;54;65;55;20;52;30;70;
RS;4321402;Tenente Portela;90;88;88;99;72;60;60;
RS;4321436;Terra de Areia;5;5;5;5;5;5;3;
RS;4321451;Teutônia;30;30;19;20;20;20;20;
RS;4321469;Tio Hugo;30;25;13;6;14;8;8;
RS;4321477;Tiradentes do Sul;84;84;30;30;30;30;20;
RS;4321493;Toropi;168;173;136;91;125;110;110;
RS;4321501;Torres;63;60;82;83;69;49;39;
RS;4321600;Tramandaí;0;0;0;0;0;;;
RS;4321626;Travesseiro;7;7;18;16;18;18;18;
RS;4321634;Três Arroios;123;135;46;55;22;170;255;
RS;4321667;Três Cachoeiras;45;43;42;43;43;50;45;
RS;4321709;Três Coroas;43;46;43;59;76;35;35;
RS;4321808;Três de Maio;70;70;68;28;26;31;24;
RS;4321832;Três Forquilhas;68;47;37;37;37;40;40;
RS;4321857;Três Palmeiras;265;295;780;456;330;530;500;
RS;4321907;Três Passos;66;66;66;51;51;35;35;
RS;4321956;Trindade do Sul;294;480;1410;510;310;1200;700;
RS;4322004;Triunfo;18;22;36;25;25;25;25;
RS;4322103;Tucunduva;18;18;18;7;9;10;10;
RS;4322152;Tunas;99;89;82;24;78;180;100;
RS;4322186;Tupanci do Sul;54;54;53;137;117;150;50;
RS;4322202;Tupanciretã;139;30;33;13;21;45;15;
RS;4322251;Tupandi;10;10;11;10;10;8;8;
RS;4322301;Tuparendi;31;31;31;5;4;4;20;
RS;4322327;Turuçu;12;12;9;20;20;8;7;
RS;4322343;Ubiretama;40;40;40;42;40;25;15;
RS;4322350;União da Serra;11;10;11;8;17;7;7;
RS;4322376;Unistalda;0;0;0;0;0;;;
RS;4322400;Uruguaiana;0;0;0;0;0;;;
RS;4322509;Vacaria;20520;10200;10200;7088;8100;4500;4000;
RS;4322525;Vale Verde;14;7;7;4;7;7;7;
RS;4322533;Vale do Sol;158;126;137;54;106;95;95;
RS;4322541;Vale Real;9;11;7;7;4;4;4;
RS;4322558;Vanini;22;15;15;15;15;10;18;
RS;4322608;Venâncio Aires;682;645;651;393;668;300;250;
RS;4322707;Vera Cruz;261;270;189;83;225;130;130;
RS;4322806;Veranópolis;12;36;30;30;6;5;5;
RS;4322855;Vespasiano Correa;8;11;10;8;10;8;8;
RS;4322905;Viadutos;316;225;120;60;15;130;50;
RS;4323002;Viamão;76;49;28;10;8;17;16;
RS;4323101;Vicente Dutra;2442;3215;1920;3698;735;870;320;
RS;4323200;Victor Graeff;60;240;240;36;360;450;450;
RS;4323309;Vila Flores;20;25;23;16;16;9;9;
RS;4323358;Vila Lângaro;6;6;6;9;74;8;30;
RS;4323408;Vila Maria;60;56;59;33;58;60;30;
RS;4323457;Vila Nova do Sul;30;47;25;20;29;15;15;
RS;4323507;Vista Alegre;51;44;25;15;16;25;20;
RS;4323606;Vista Alegre do Prata;2;4;5;11;13;6;6;
RS;4323705;Vista Gaúcha;34;34;34;34;34;20;15;
RS;4323754;Vitória das Missões;92;54;54;39;27;5;5;
RS;4323770;Westfalia;5;3;3;3;3;3;3;
RS;4323804;Xangri-lá;0;0;0;0;0;;;
RS;4399919;Santa Cristina do Pinhal;;;;;;;;
RS;4399929;Santa Izabel;;;;;;;;
SC;4200051;Abdon Batista;105;90;94;55;76;150;70;
SC;4200101;Abelardo Luz;8700;11640;8520;14460;9000;5700;6050;
SC;4200200;Agrolândia;57;85;89;150;147;85;45;
SC;4200309;Agronômica;288;468;513;231;515;395;335;
SC;4200408;Água Doce;210;525;168;90;65;40;;
SC;4200507;Águas de Chapecó;350;405;12;54;120;50;70;
SC;4200556;Águas Frias;66;159;110;72;21;35;25;
SC;4200606;Águas Mornas;11;6;6;7;7;6;6;
SC;4200705;Alfredo Wagner;360;540;522;472;480;392;402;
SC;4200754;Alto Bela Vista;17;20;20;16;9;10;4;
SC;4200804;Anchieta;207;112;57;48;66;50;50;
SC;4200903;Angelina;390;371;319;454;450;251;251;
SC;4201000;Anita Garibaldi;1680;1440;990;600;840;400;400;
SC;4201109;Anitápolis;40;35;107;107;75;68;68;
SC;4201208;Antônio Carlos;72;1;2;2;2;2;2;
SC;4201257;Apiúna;44;36;36;36;36;36;36;
SC;4201273;Arabutã;35;30;30;30;13;6;5;
SC;4201307;Araquari;10;16;4;0;0;;;
SC;4201406;Araranguá;25;200;50;48;48;50;30;
SC;4201505;Armazém;252;252;252;252;252;120;120;
SC;4201604;Arroio Trinta;12;15;17;17;17;11;12;
SC;4201653;Arvoredo;27;27;27;18;0;10;10;
SC;4201703;Ascurra;5;2;2;2;2;2;2;
SC;4201802;Atalanta;141;236;197;109;125;90;35;
SC;4201901;Aurora;180;367;247;310;265;210;175;
SC;4201950;Balneário Arroio do Silva;0;0;0;0;0;;;
SC;4202008;Balneário Camboriú;0;0;0;0;0;;;
SC;4202057;Balneário Barra do Sul;0;0;0;0;0;;;
SC;4202073;Balneário Gaivota;5;0;10;10;13;10;10;
SC;4202081;Bandeirante;24;39;39;32;15;25;25;
SC;4202099;Barra Bonita;192;32;32;16;8;10;10;
SC;4202107;Barra Velha;0;0;0;0;0;;;
SC;4202131;Bela Vista do Toldo;560;495;645;477;480;550;450;
SC;4202156;Belmonte;23;60;47;0;0;22;;
SC;4202206;Benedito Novo;20;5;5;12;12;5;5;
SC;4202305;Biguaçu;11;5;8;6;6;;;
SC;4202404;Blumenau;6;6;6;6;6;5;5;
SC;4202438;Bocaina do Sul;84;84;240;420;480;200;200;
SC;4202453;Bombinhas;0;0;0;0;0;;;
SC;4202503;Bom Jardim da Serra;360;360;72;60;105;55;55;
SC;4202537;Bom Jesus;282;512;737;678;650;300;353;
SC;4202578;Bom Jesus do Oeste;70;27;9;0;0;;;
SC;4202602;Bom Retiro;360;360;480;360;480;230;205;
SC;4202701;Botuverá;15;62;67;67;64;35;35;
SC;4202800;Braço do Norte;23;45;26;23;25;21;21;
SC;4202859;Braço do Trombudo;15;28;33;45;68;45;30;
SC;4202875;Brunópolis;1730;1400;1078;710;735;190;490;
SC;4202909;Brusque;0;7;8;7;7;9;30;
SC;4203006;Caçador;840;450;378;378;342;180;180;
SC;4203105;Caibi;78;156;36;48;10;10;10;
SC;4203154;Calmon;120;120;60;38;58;130;130;
SC;4203204;Camboriú;5;5;5;5;5;4;4;
SC;4203253;Capão Alto;567;450;720;480;960;320;300;
SC;4203303;Campo Alegre;292;292;308;297;293;150;260;
SC;4203402;Campo Belo do Sul;4500;3600;3150;1820;3120;1300;400;
SC;4203501;Campo Erê;2202;1905;840;1953;996;3600;2100;
SC;4203600;Campos Novos;11550;9450;6300;4800;5400;1000;600;
SC;4203709;Canelinha;2;5;8;8;8;8;8;
SC;4203808;Canoinhas;3240;2125;3600;3120;3264;2000;1700;
SC;4203907;Capinzal;378;315;345;216;588;350;;
SC;4203956;Capivari de Baixo;5;1;1;0;0;;;
SC;4204004;Catanduvas;32;32;11;0;0;;;
SC;4204103;Caxambu do Sul;57;11;106;200;0;8;8;
SC;4204152;Celso Ramos;360;270;100;12;44;25;25;
SC;4204178;Cerro Negro;2625;2250;2100;1500;2640;900;600;
SC;4204194;Chapadão do Lageado;102;259;296;303;274;190;170;
SC;4204202;Chapecó;1718;2247;1962;1824;820;670;470;
SC;4204251;Cocal do Sul;62;156;130;140;152;140;10;
SC;4204301;Concórdia;375;400;300;300;270;100;60;
SC;4204350;Cordilheira Alta;27;18;18;18;63;20;25;
SC;4204400;Coronel Freitas;124;288;198;174;170;170;170;
SC;4204459;Coronel Martins;120;101;43;25;49;40;56;
SC;4204509;Corupá;0;0;0;0;0;;;
SC;4204558;Correia Pinto;420;360;525;375;420;250;120;
SC;4204608;Criciúma;295;612;240;290;277;150;80;
SC;4204707;Cunha Porã;113;468;103;90;23;20;10;
SC;4204756;Cunhataí;86;73;30;15;8;5;5;
SC;4204806;Curitibanos;6750;3540;3540;2520;2700;1500;1800;
SC;4204905;Descanso;360;390;210;180;180;100;100;
SC;4205001;Dionísio Cerqueira;1260;546;840;492;600;650;350;
SC;4205100;Dona Emma;49;44;47;53;53;32;12;
SC;4205159;Doutor Pedrinho;0;0;0;0;0;;;
SC;4205175;Entre Rios;255;192;180;180;120;103;105;
SC;4205191;Ermo;10;5;9;25;27;70;70;
SC;4205209;Erval Velho;105;105;11;9;8;;;
SC;4205308;Faxinal dos Guedes;2400;2040;2040;1350;2430;850;900;
SC;4205357;Flor do Sertão;171;60;60;60;13;18;18;
SC;4205407;Florianópolis;4;5;4;4;5;6;;
SC;4205431;Formosa do Sul;23;16;14;21;11;40;2;
SC;4205456;Forquilhinha;126;180;63;162;112;19;5;
SC;4205506;Fraiburgo;5670;4180;2850;2550;2783;1750;1750;
SC;4205555;Frei Rogério;3090;1836;1836;1275;1275;500;850;
SC;4205605;Galvão;649;1080;855;850;1210;950;650;
SC;4205704;Garopaba;20;4;4;4;3;2;2;
SC;4205803;Garuva;0;0;0;0;0;;;
SC;4205902;Gaspar;20;3;3;3;3;2;2;
SC;4206009;Governador Celso Ramos;25;0;0;0;0;;;
SC;4206108;Grão Pará;39;58;60;26;25;50;50;
SC;4206207;Gravatal;40;36;9;10;11;7;7;
SC;4206306;Guabiruba;8;11;22;22;22;22;22;
SC;4206405;Guaraciaba;352;1050;429;452;411;335;385;
SC;4206504;Guaramirim;0;0;0;0;0;;;
SC;4206603;Guarujá do Sul;211;402;254;77;153;50;130;
SC;4206652;Guatambú;369;351;408;557;102;130;130;
SC;4206702;Herval d'Oeste;53;53;4;4;4;;;
SC;4206751;Ibiam;54;55;57;57;57;32;32;
SC;4206801;Ibicaré;21;19;6;6;5;3;3;
SC;4206900;Ibirama;22;30;41;35;36;31;30;
SC;4207007;Içara;1430;2520;420;360;480;300;50;
SC;4207106;Ilhota;0;0;0;0;0;;;
SC;4207205;Imaruí;79;79;79;79;79;90;45;
SC;4207304;Imbituba;22;22;17;12;12;12;9;
SC;4207403;Imbuia;360;465;510;360;435;335;275;
SC;4207502;Indaial;14;11;11;11;11;10;10;
SC;4207577;Iomerê;11;11;11;11;8;7;7;
SC;4207601;Ipira;45;50;50;40;12;20;10;
SC;4207650;Iporã do Oeste;184;158;95;182;273;150;150;
SC;4207684;Ipuaçu;2035;2505;3431;4380;3391;2200;2200;
SC;4207700;Ipumirim;30;28;28;30;21;15;15;
SC;4207759;Iraceminha;77;20;16;16;8;13;13;
SC;4207809;Irani;24;30;30;30;30;20;15;
SC;4207858;Irati;61;44;115;70;18;100;55;
SC;4207908;Irineópolis;1420;1563;1476;1448;1620;850;700;
SC;4208005;Itá;24;90;36;36;25;20;5;
SC;4208104;Itaiópolis;2880;3040;2316;1890;2320;1250;1000;
SC;4208203;Itajaí;12;12;6;6;6;5;5;
SC;4208302;Itapema;0;0;0;0;0;;;
SC;4208401;Itapiranga;171;78;67;73;15;10;5;
SC;4208450;Itapoá;0;0;0;0;0;;;
SC;4208500;Ituporanga;2490;2730;3050;2640;2790;1200;1100;
SC;4208609;Jaborá;42;36;11;0;0;;;
SC;4208708;Jacinto Machado;20;30;13;15;15;16;16;
SC;4208807;Jaguaruna;57;57;25;0;0;;;
SC;4208906;Jaraguá do Sul;0;0;0;0;0;;;
SC;4208955;Jardinópolis;190;145;72;56;50;10;20;
SC;4209003;Joaçaba;42;47;42;19;18;10;10;
SC;4209102;Joinville;0;0;0;0;0;;;
SC;4209151;José Boiteux;19;21;34;34;38;31;38;
SC;4209177;Jupiá;61;245;93;309;114;250;100;
SC;4209201;Lacerdópolis;0;0;0;0;0;;;
SC;4209300;Lages;3096;2880;2400;1200;2400;1500;1500;
SC;4209409;Laguna;9;9;9;9;9;10;5;
SC;4209458;Lajeado Grande;450;900;465;463;378;300;100;
SC;4209508;Laurentino;12;95;75;75;67;170;28;
SC;4209607;Lauro Muller;31;41;37;22;30;34;17;
SC;4209706;Lebon Régis;1872;1440;1056;1081;1089;570;570;
SC;4209805;Leoberto Leal;184;195;197;171;186;125;90;
SC;4209854;Lindóia do Sul;25;30;30;28;20;20;;
SC;4209904;Lontras;171;138;313;215;215;120;90;
SC;4210001;Luiz Alves;0;0;0;0;0;;;
SC;4210035;Luzerna;19;48;21;29;18;10;10;
SC;4210050;Macieira;8;24;14;14;14;9;9;
SC;4210100;Mafra;3480;2790;4125;3846;4920;3000;2600;
SC;4210209;Major Gercino;44;75;33;21;21;25;25;
SC;4210308;Major Vieira;462;657;1215;869;780;1500;950;
SC;4210407;Maracajá;5;10;45;20;19;20;20;
SC;4210506;Maravilha;153;225;202;30;20;20;20;
SC;4210555;Marema;194;177;114;102;47;95;90;
SC;4210605;Massaranduba;0;0;0;0;0;;;
SC;4210704;Matos Costa;272;170;272;272;207;106;45;
SC;4210803;Meleiro;50;80;7;90;120;100;50;
SC;4210852;Mirim Doce;9;8;8;7;8;5;5;
SC;4210902;Modelo;35;229;150;36;24;20;40;
SC;4211009;Mondaí;60;48;36;36;22;30;10;
SC;4211058;Monte Carlo;306;357;168;168;54;100;100;
SC;4211108;Monte Castelo;276;225;90;210;405;380;450;
SC;4211207;Morro da Fumaça;54;156;71;66;171;65;9;
SC;4211256;Morro Grande;25;30;25;25;25;25;15;
SC;4211306;Navegantes;0;0;0;0;0;;;
SC;4211405;Nova Erechim;0;0;0;0;0;;;
SC;4211454;Nova Itaberaba;270;144;162;45;23;25;25;
SC;4211504;Nova Trento;81;54;89;72;72;40;40;
SC;4211603;Nova Veneza;34;258;102;52;60;35;40;
SC;4211652;Novo Horizonte;144;95;135;192;245;503;33;
SC;4211702;Orleans;74;145;104;70;114;95;80;
SC;4211751;Otacílio Costa;270;270;189;126;240;150;140;
SC;4211801;Ouro;60;72;40;27;16;10;10;
SC;4211850;Ouro Verde;4340;3255;4050;3748;4032;2780;1960;
SC;4211876;Paial;30;40;20;20;10;10;7;
SC;4211892;Painel;120;105;108;90;90;20;20;
SC;4211900;Palhoça;5;1;2;2;4;3;3;
SC;4212007;Palma Sola;759;990;1341;1341;948;1470;1170;
SC;4212056;Palmeira;540;378;105;90;200;100;40;
SC;4212106;Palmitos;295;561;540;447;55;100;40;
SC;4212205;Papanduva;2248;1872;1566;1580;1560;950;750;
SC;4212239;Paraíso;45;51;49;45;30;105;65;
SC;4212254;Passo de Torres;0;0;0;0;0;;;
SC;4212270;Passos Maia;105;170;170;160;98;90;50;
SC;4212304;Paulo Lopes;20;20;20;20;26;20;20;
SC;4212403;Pedras Grandes;2190;224;224;224;224;160;160;
SC;4212502;Penha;0;0;0;0;0;;;
SC;4212601;Peritiba;30;12;12;11;5;8;8;
SC;4212650;Pescaria Brava;5;5;5;5;5;3;3;
SC;4212700;Petrolândia;109;206;201;115;204;115;100;
SC;4212809;Piçarras;0;0;0;0;0;;;
SC;4212908;Pinhalzinho;429;150;429;456;339;275;245;
SC;4213005;Pinheiro Preto;0;0;0;11;11;6;6;
SC;4213104;Piratuba;52;30;84;23;20;114;14;
SC;4213153;Planalto Alegre;30;48;30;24;7;10;10;
SC;4213203;Pomerode;2;2;2;2;2;2;2;
SC;4213302;Ponte Alta;105;210;180;172;177;110;120;
SC;4213351;Ponte Alta do Norte;43;72;0;0;0;;;
SC;4213401;Ponte Serrada;50;75;110;20;15;10;10;
SC;4213500;Porto Belo;0;0;0;0;0;;;
SC;4213609;Porto União;484;210;405;674;580;300;250;
SC;4213708;Pouso Redondo;30;38;87;85;89;60;60;
SC;4213807;Praia Grande;10;10;10;10;10;10;10;
SC;4213906;Presidente Castelo Branco;8;5;5;5;5;3;3;
SC;4214003;Presidente Getúlio;42;233;140;146;152;120;55;
SC;4214102;Presidente Nereu;44;74;103;67;89;90;75;
SC;4214151;Princesa;120;156;156;162;120;125;125;
SC;4214201;Quilombo;583;735;399;501;171;1040;1000;
SC;4214300;Rancho Queimado;9;4;4;10;10;2;2;
SC;4214409;Rio das Antas;19;126;51;49;50;40;45;
SC;4214508;Rio do Campo;40;120;120;45;60;30;30;
SC;4214607;Rio do Oeste;157;132;186;171;186;130;95;
SC;4214706;Rio dos Cedros;20;5;5;5;5;5;5;
SC;4214805;Rio do Sul;75;64;62;43;53;35;15;
SC;4214904;Rio Fortuna;10;9;10;10;5;5;10;
SC;4215000;Rio Negrinho;743;743;743;743;743;535;495;
SC;4215059;Rio Rufino;126;168;63;225;96;40;20;
SC;4215075;Riqueza;0;75;48;48;20;40;20;
SC;4215109;Rodeio;5;2;2;2;2;2;2;
SC;4215208;Romelândia;42;113;273;273;147;140;70;
SC;4215307;Salete;18;40;40;36;36;50;20;
SC;4215356;Saltinho;90;15;8;8;35;30;15;
SC;4215406;Salto Veloso;27;20;20;20;20;11;11;
SC;4215455;Sangão;4;4;0;0;0;;;
SC;4215505;Santa Cecília;92;130;130;40;30;20;20;
SC;4215554;Santa Helena;152;175;190;180;180;180;70;
SC;4215604;Santa Rosa de Lima;9;9;7;7;7;7;10;
SC;4215653;Santa Rosa do Sul;25;50;25;25;25;25;25;
SC;4215679;Santa Terezinha;272;690;290;165;163;130;110;
SC;4215687;Santa Terezinha do Progresso;54;33;33;33;35;20;20;
SC;4215695;Santiago do Sul;42;216;729;189;900;300;50;
SC;4215703;Santo Amaro da Imperatriz;10;2;2;3;3;3;1;
SC;4215752;São Bernardino;120;80;69;103;36;25;35;
SC;4215802;São Bento do Sul;132;132;132;132;132;150;140;
SC;4215901;São Bonifácio;174;174;32;48;33;47;47;
SC;4216008;São Carlos;78;156;83;83;50;30;30;
SC;4216057;São Cristovão do Sul;23;60;30;30;30;20;20;
SC;4216107;São Domingos;6003;6870;4805;2121;2625;3500;4500;
SC;4216206;São Francisco do Sul;0;0;0;0;0;;;
SC;4216255;São João do Oeste;59;40;37;30;39;19;19;
SC;4216305;São João Batista;5;15;19;16;16;10;10;
SC;4216354;São João do Itaperiú;0;0;0;0;0;;;
SC;4216404;São João do Sul;35;45;35;20;20;32;15;
SC;4216503;São Joaquim;108;108;189;135;180;70;70;
SC;4216602;São José;9;9;17;17;17;8;6;
SC;4216701;São José do Cedro;924;884;570;590;300;340;340;
SC;4216800;São José do Cerrito;7200;3600;6000;3000;3840;2000;2000;
SC;4216909;São Lourenço do Oeste;144;393;348;624;126;500;720;
SC;4217006;São Ludgero;8;22;22;21;21;21;100;
SC;4217105;São Martinho;120;120;115;118;119;100;100;
SC;4217154;São Miguel da Boa Vista;81;128;139;60;6;50;10;
SC;4217204;São Miguel do Oeste;54;177;135;163;66;20;20;
SC;4217253;São Pedro de Alcântara;15;30;2;3;5;4;4;
SC;4217303;Saudades;72;72;36;45;15;5;5;
SC;4217402;Schroeder;0;0;0;0;0;;;
SC;4217501;Seara;75;80;80;70;75;50;50;
SC;4217550;Serra Alta;40;54;24;12;0;;;
SC;4217600;Siderópolis;16;36;43;38;67;45;30;
SC;4217709;Sombrio;42;50;37;20;25;125;21;
SC;4217758;Sul Brasil;72;48;29;38;38;20;15;
SC;4217808;Taió;198;123;123;228;228;160;160;
SC;4217907;Tangará;170;168;105;105;108;70;70;
SC;4217956;Tigrinhos;165;24;48;7;9;20;20;
SC;4218004;Tijucas;3;19;5;5;1;4;4;
SC;4218103;Timbé do Sul;25;50;50;58;100;50;50;
SC;4218202;Timbó;0;0;0;0;0;;;
SC;4218251;Timbó Grande;108;120;90;96;140;120;120;
SC;4218301;Três Barras;1290;990;915;851;594;350;250;
SC;4218350;Treviso;4;5;5;6;6;3;2;
SC;4218400;Treze de Maio;204;204;144;144;144;120;70;
SC;4218509;Treze Tílias;21;11;0;0;0;;;
SC;4218608;Trombudo Central;73;101;144;74;87;50;20;
SC;4218707;Tubarão;84;84;84;84;84;75;75;
SC;4218756;Tunápolis;18;35;35;30;10;11;11;
SC;4218806;Turvo;45;60;70;88;58;40;40;
SC;4218855;União do Oeste;156;184;24;98;21;110;110;
SC;4218905;Urubici;18;27;36;36;36;20;20;
SC;4218954;Urupema;126;126;105;36;54;30;20;
SC;4219002;Urussanga;102;88;48;71;106;65;6;
SC;4219101;Vargeão;42;63;90;90;80;50;50;
SC;4219150;Vargem;1050;840;315;237;146;120;60;
SC;4219176;Vargem Bonita;100;90;20;0;0;;;
SC;4219200;Vidal Ramos;453;372;378;357;388;260;185;
SC;4219309;Videira;78;412;352;425;425;176;176;
SC;4219358;Vitor Meireles;143;65;105;105;114;70;75;
SC;4219408;Witmarsum;11;30;39;17;16;25;10;
SC;4219507;Xanxerê;420;3200;1800;2100;1725;2500;1800;
SC;4219606;Xavantina;30;33;24;20;21;33;15;
SC;4219705;Xaxim;267;1110;1365;1380;1380;850;400;
SC;4219853;Zortéa;105;84;80;64;57;30;30;
SC;4220000;Balneário Rincão;9;9;0;0;0;;;
SC;4299919;São Miguel;;;;;;;;
SE;2800100;Amparo de São Francisco;12;6;6;7;6;10;4;
SE;2800209;Aquidabã;134;90;85;85;79;135;138;
SE;2800308;Aracaju;0;0;0;0;0;;;
SE;2800407;Arauá;68;2;2;3;2;4;4;
SE;2800506;Areia Branca;24;0;18;22;18;30;30;
SE;2800605;Barra dos Coqueiros;1;0;1;1;0;;2;
SE;2800670;Boquim;20;0;36;29;27;30;45;
SE;2800704;Brejo Grande;1;1;1;1;1;2;2;
SE;2801009;Campo do Brito;30;0;19;36;20;35;40;
SE;2801108;Canhoba;41;19;12;17;17;34;34;
SE;2801207;Canindé de São Francisco;315;126;136;186;140;210;210;
SE;2801306;Capela;10;6;4;7;4;10;10;
SE;2801405;Carira;132;0;58;102;0;;;
SE;2801504;Carmópolis;16;7;14;16;12;10;6;
SE;2801603;Cedro de São João;14;4;3;5;1;2;3;
SE;2801702;Cristinápolis;10;10;91;101;92;90;20;
SE;2801900;Cumbe;12;6;5;5;4;10;10;
SE;2802007;Divina Pastora;6;0;11;12;5;10;6;
SE;2802106;Estância;54;16;12;12;12;15;6;
SE;2802205;Feira Nova;0;0;0;0;0;;;
SE;2802304;Frei Paulo;180;24;36;36;15;70;;
SE;2802403;Gararu;168;0;15;120;72;100;100;
SE;2802502;General Maynard;2;2;4;6;2;6;4;
SE;2802601;Gracho Cardoso;27;2;9;6;8;10;10;
SE;2802700;Ilha das Flores;3;2;2;2;2;4;4;
SE;2802809;Indiaroba;40;8;6;7;7;8;6;
SE;2802908;Itabaiana;68;0;36;35;25;45;;
SE;2803005;Itabaianinha;40;83;112;104;98;80;54;
SE;2803104;Itabi;10;0;2;3;2;5;5;
SE;2803203;Itaporanga d'Ajuda;15;10;7;10;9;12;9;
SE;2803302;Japaratuba;91;59;105;98;71;22;20;
SE;2803401;Japoatã;65;57;61;57;55;105;105;
SE;2803500;Lagarto;216;0;72;18;21;;100;
SE;2803609;Laranjeiras;6;0;3;5;2;30;6;
SE;2803708;Macambira;72;0;24;28;14;25;;
SE;2803807;Malhada dos Bois;8;6;4;5;5;12;12;
SE;2803906;Malhador;15;0;38;49;49;45;;
SE;2804003;Maruim;0;1;1;1;0;;2;
SE;2804102;Moita Bonita;120;0;29;8;3;10;;
SE;2804201;Monte Alegre de Sergipe;124;0;9;90;38;100;100;
SE;2804300;Muribeca;25;17;12;13;15;25;25;
SE;2804409;Neópolis;180;153;165;177;155;245;246;
SE;2804458;Nossa Senhora Aparecida;54;8;28;33;9;50;50;
SE;2804508;Nossa Senhora da Glória;96;0;18;50;24;100;100;
SE;2804607;Nossa Senhora das Dores;48;15;10;9;10;20;20;
SE;2804706;Nossa Senhora de Lourdes;5;0;2;3;3;5;5;
SE;2804805;Nossa Senhora do Socorro;7;3;7;9;4;7;3;
SE;2804904;Pacatuba;175;145;137;139;110;280;275;
SE;2805000;Pedra Mole;48;9;41;60;15;50;;
SE;2805109;Pedrinhas;4;0;5;7;6;10;3;
SE;2805208;Pinhão;168;27;30;66;66;60;;
SE;2805307;Pirambu;10;9;7;8;4;;16;
SE;2805406;Poço Redondo;689;630;372;360;140;300;300;
SE;2805505;Poço Verde;8136;60;1440;800;44;220;220;
SE;2805604;Porto da Folha;800;0;22;36;31;110;110;
SE;2805703;Propriá;15;11;8;9;9;19;18;
SE;2805802;Riachão do Dantas;144;0;5;14;12;20;15;
SE;2805901;Riachuelo;43;48;35;23;20;20;18;
SE;2806008;Ribeirópolis;43;67;76;120;17;83;100;
SE;2806107;Rosário do Catete;2;0;1;1;1;;4;
SE;2806206;Salgado;63;0;12;13;9;;20;
SE;2806305;Santa Luzia do Itanhy;27;3;3;4;4;5;4;
SE;2806404;Santana do São Francisco;15;11;10;9;9;19;9;
SE;2806503;Santa Rosa de Lima;11;0;11;12;7;17;5;
SE;2806602;Santo Amaro das Brotas;10;9;11;12;12;25;5;
SE;2806701;São Cristóvão;24;19;17;18;18;30;30;
SE;2806800;São Domingos;75;0;0;18;18;22;30;
SE;2806909;São Francisco;20;15;12;14;13;25;25;
SE;2807006;São Miguel do Aleixo;0;8;7;16;4;20;;
SE;2807105;Simão Dias;247;20;96;120;34;100;80;
SE;2807204;Siriri;0;0;0;0;0;;;
SE;2807303;Telha;12;7;3;3;2;4;4;
SE;2807402;Tobias Barreto;270;64;120;240;40;150;200;
SE;2807501;Tomar do Geru;23;20;18;18;18;32;10;
SE;2807600;Umbaúba;32;2;6;7;7;10;2;
SP;3500105;Adamantina;180;0;0;0;0;;;
SP;3500204;Adolfo;144;57;0;0;0;250;150;
SP;3500303;Aguaí;680;1008;0;0;0;;;
SP;3500402;Águas da Prata;90;120;72;72;72;30;30;
SP;3500501;Águas de Lindóia;3;2;2;2;2;4;4;
SP;3500550;Águas de Santa Bárbara;2390;1404;2355;1917;1972;650;700;
SP;3500600;Águas de São Pedro;0;0;0;0;0;;;
SP;3500709;Agudos;0;39;39;0;33;;;
SP;3500758;Alambari;240;120;240;240;240;100;100;
SP;3500808;Alfredo Marcondes;36;29;20;0;15;20;15;
SP;3500907;Altair;0;0;72;36;36;10;15;
SP;3501004;Altinópolis;211;322;322;322;322;115;115;
SP;3501103;Alto Alegre;0;0;0;0;0;;;
SP;3501152;Alumínio;0;0;0;0;0;;;
SP;3501202;Álvares Florence;0;36;131;0;75;20;20;
SP;3501301;Álvares Machado;0;0;0;75;72;30;35;
SP;3501400;Álvaro de Carvalho;5;6;3;3;0;;;
SP;3501509;Alvinlândia;20;13;14;14;22;5;7;
SP;3501608;Americana;0;0;0;0;0;;;
SP;3501707;Américo Brasiliense;0;0;0;0;0;;;
SP;3501806;Américo de Campos;0;0;0;74;0;;;
SP;3501905;Amparo;19;19;19;19;19;19;25;
SP;3502002;Analândia;0;0;0;0;0;;;
SP;3502101;Andradina;0;134;145;150;150;150;;
SP;3502200;Angatuba;6150;6150;1770;2583;4374;680;150;
SP;3502309;Anhembi;48;0;0;0;48;;;
SP;3502408;Anhumas;42;55;55;28;50;30;20;
SP;3502507;Aparecida;0;0;0;0;0;;;
