CNES - Recursos Físicos - Ambulatório - Consultórios - Brasil
Clin.Especializada por Município e Ano/mês compet.
Período:2024
"Município";"2024/Jan";"2024/Fev";"2024/Mar";"2024/Abr";"2024/Mai";"2024/Jun";"2024/Jul";"2024/Ago";"2024/Set";"2024/Out";"2024/Nov";"2024/Dez"
"411705 NOVA LARANJEIRAS";-;1;1;1;1;1;1;1;1;1;1;1
"411720 NOVA OLIMPIA";1;1;1;1;1;1;1;1;1;1;1;1
"411725 NOVA PRATA DO IGUACU";1;1;1;1;1;1;1;1;1;1;1;1
"411727 NOVA TEBAS";7;7;7;7;7;7;7;7;7;7;7;7
"411729 NOVO ITACOLOMI";4;4;4;4;4;4;4;4;4;4;4;4
"411730 ORTIGUEIRA";5;5;3;3;3;3;3;3;3;3;3;3
"411745 OURO VERDE DO OESTE";1;1;1;1;1;1;1;1;1;1;1;1
"411750 PAICANDU";19;19;19;19;19;19;19;19;19;19;19;19
"411760 PALMAS";29;29;29;29;29;29;30;30;30;30;30;30
"411770 PALMEIRA";24;24;24;24;27;27;25;25;27;33;37;37
"411790 PALOTINA";17;18;19;19;21;21;22;22;22;22;22;22
"411800 PARAISO DO NORTE";2;2;2;2;2;2;2;2;2;2;2;2
"411810 PARANACITY";5;5;5;5;5;5;5;5;5;5;5;5
"411820 PARANAGUA";115;115;113;110;115;115;115;115;115;115;115;115
"411840 PARANAVAI";76;76;76;76;76;76;76;76;76;83;83;83
"411845 PATO BRAGADO";2;2;2;2;2;2;3;3;3;3;3;3
"411850 PATO BRANCO";306;306;305;305;311;312;312;331;331;331;331;331
"411860 PAULA FREITAS";7;7;7;7;7;7;7;7;7;7;7;7
"411870 PAULO FRONTIN";6;6;6;6;6;6;6;6;6;6;6;6
"411880 PEABIRU";4;5;5;5;5;5;5;5;5;5;5;5
"411885 PEROBAL";2;2;2;2;2;2;2;2;2;2;2;2
"411890 PEROLA";2;2;2;2;2;2;2;3;3;3;3;3
"411900 PEROLA D'OESTE";1;1;1;1;1;1;1;1;1;1;1;1
"411910 PIEN";1;1;1;1;1;1;1;3;3;3;3;3
"411915 PINHAIS";84;84;84;84;84;85;85;85;88;88;88;88
"411920 PINHALAO";4;4;4;4;4;4;4;4;4;4;4;4
"411925 PINHAL DE SAO BENTO";2;2;2;2;2;2;2;2;2;2;2;2
"411930 PINHAO";8;8;8;8;8;8;8;8;8;8;8;8
"411940 PIRAI DO SUL";12;12;12;12;12;11;12;12;12;12;12;12
"411950 PIRAQUARA";8;8;8;8;8;9;9;9;9;9;9;9
"411960 PITANGA";9;9;9;9;9;9;9;9;9;9;9;9
"411980 PLANALTO";8;8;8;8;8;8;8;8;8;11;15;15
"411990 PONTA GROSSA";496;497;499;500;500;500;506;506;507;507;507;506
"411995 PONTAL DO PARANA";11;11;11;11;11;14;16;16;16;16;16;16
"412035 PRANCHITA";3;3;3;3;3;3;3;3;3;3;3;3
"412040 PRESIDENTE CASTELO BRANCO";1;1;1;1;1;1;1;1;1;1;1;1
"412050 PRIMEIRO DE MAIO";11;11;11;11;11;11;11;11;11;11;11;11
"412060 PRUDENTOPOLIS";6;6;6;6;6;6;7;7;8;8;8;8
"412065 QUARTO CENTENARIO";3;3;3;3;3;3;3;3;3;3;3;3
"412070 QUATIGUA";3;3;3;3;3;3;3;3;3;3;3;3
"412080 QUATRO BARRAS";23;23;23;23;23;23;23;23;23;23;23;23
"412085 QUATRO PONTES";3;3;3;3;3;3;3;3;3;3;3;3
"412090 QUEDAS DO IGUACU";12;12;12;12;12;12;12;12;12;12;12;12
"412100 QUERENCIA DO NORTE";1;1;1;1;1;1;1;1;1;1;1;1
"412110 QUINTA DO SOL";1;1;1;1;1;1;1;1;1;1;1;1
"412120 QUITANDINHA";7;7;7;7;7;7;7;9;9;9;9;6
"412125 RAMILANDIA";3;3;3;3;3;3;3;3;3;3;3;3
"412130 RANCHO ALEGRE";2;2;2;2;2;2;2;2;2;2;2;2
"412135 RANCHO ALEGRE D'OESTE";1;1;1;1;1;1;1;1;1;1;1;1
"412140 REALEZA";13;13;13;13;13;13;13;13;13;13;12;12
"412150 REBOUCAS";4;4;4;4;4;4;4;4;4;4;4;4
"412160 RENASCENCA";6;6;6;6;6;6;6;6;6;6;6;6
"412170 RESERVA";1;1;1;1;1;1;1;1;1;1;1;1
"412180 RIBEIRAO CLARO";10;10;10;10;11;11;11;12;12;12;12;12
"412200 RIO AZUL";2;2;2;2;2;2;2;2;2;2;2;3
"412210 RIO BOM";2;2;2;2;2;2;2;2;2;2;2;2
"412215 RIO BONITO DO IGUACU";2;2;2;2;2;2;2;2;2;2;2;2
"412220 RIO BRANCO DO SUL";11;11;11;12;12;9;9;9;9;9;9;9
"412230 RIO NEGRO";42;42;42;42;42;42;42;42;42;20;20;20
"412240 ROLANDIA";55;55;55;55;55;59;59;59;59;59;59;59
"412250 RONCADOR";7;7;7;7;7;7;7;7;7;7;7;7
"412265 ROSARIO DO IVAI";3;3;3;3;3;3;3;3;3;3;3;3
"412270 SABAUDIA";3;3;3;3;3;3;3;3;3;3;3;3
"412300 SALTO DO LONTRA";5;5;5;5;5;5;5;5;5;5;5;5
"412340 SANTA FE";1;1;1;1;1;1;1;1;1;1;1;1
"412350 SANTA HELENA";32;32;34;34;35;35;35;32;32;32;32;32
"412380 SANTA IZABEL DO OESTE";9;9;9;9;8;8;8;8;8;8;8;8
"412385 SANTA MARIA DO OESTE";6;6;6;6;6;6;6;6;6;6;6;6
"412390 SANTA MARIANA";4;4;4;4;4;4;4;4;4;4;4;4
"412400 SANTANA DO ITARARE";2;2;2;2;2;2;2;2;2;2;2;2
"412402 SANTA TEREZA DO OESTE";2;2;2;2;2;2;2;2;2;2;2;2
"412405 SANTA TEREZINHA DE ITAIPU";2;2;2;2;2;2;2;2;2;2;2;2
"412410 SANTO ANTONIO DA PLATINA";61;61;62;62;62;62;64;64;65;65;65;65
"412440 SANTO ANTONIO DO SUDOESTE";4;4;4;4;4;4;4;4;4;4;4;4
"412450 SANTO INACIO";6;6;6;6;6;6;6;6;6;6;6;6
"412470 SAO JERONIMO DA SERRA";3;3;3;3;4;4;4;4;4;4;4;4
"412480 SAO JOAO";5;5;5;5;5;5;5;5;5;5;6;6
"412500 SAO JOAO DO IVAI";10;10;10;10;10;10;10;10;10;10;10;10
"412520 SAO JORGE D'OESTE";4;4;4;4;4;4;4;4;4;4;4;4
"412530 SAO JORGE DO IVAI";4;4;4;4;4;4;4;4;4;4;4;4
"412535 SAO JORGE DO PATROCINIO";4;4;4;4;4;4;4;4;4;4;4;4
"412550 SAO JOSE DOS PINHAIS";242;242;242;242;242;242;232;233;230;234;241;241
"412560 SAO MATEUS DO SUL";31;31;31;31;31;31;31;31;31;31;31;31
"412570 SAO MIGUEL DO IGUACU";11;11;11;11;11;11;11;11;11;11;11;11
"412575 SAO PEDRO DO IGUACU";2;2;2;2;2;3;3;3;3;3;3;3
"412580 SAO PEDRO DO IVAI";7;7;7;7;7;7;7;6;6;6;6;7
"412600 SAO SEBASTIAO DA AMOREIRA";5;5;5;5;5;5;5;5;5;5;5;5
"412610 SAO TOME";4;4;4;4;4;4;4;4;4;4;4;4
"412625 SARANDI";51;51;51;51;51;51;51;51;51;51;51;52
"412630 SENGES";3;3;3;3;3;3;3;3;3;3;3;3
"412635 SERRANOPOLIS DO IGUACU";1;1;1;1;1;1;1;1;1;1;1;1
"412640 SERTANEJA";3;3;3;3;3;3;3;3;3;3;3;3
"412650 SERTANOPOLIS";24;24;24;24;24;24;24;24;24;24;24;24
"412660 SIQUEIRA CAMPOS";7;7;7;7;7;7;7;7;7;7;7;7
"412665 SULINA";3;3;3;3;3;3;3;3;3;3;3;3
"412667 TAMARANA";6;6;6;6;6;6;6;6;6;6;6;6
"412670 TAMBOARA";1;1;1;1;1;1;1;1;1;1;1;-
"412680 TAPEJARA";10;10;10;9;9;9;9;9;9;9;9;9
"412700 TEIXEIRA SOARES";1;1;1;1;1;1;1;1;1;1;1;1
"412710 TELEMACO BORBA";20;20;21;21;21;21;21;21;21;21;21;21
"412720 TERRA BOA";11;11;12;12;12;12;12;12;12;11;11;11
"412730 TERRA RICA";1;1;1;1;1;1;2;2;3;3;3;3
"412740 TERRA ROXA";4;4;4;4;4;4;4;4;4;4;5;5
"412750 TIBAGI";5;5;5;5;5;5;5;5;5;5;5;5
"412760 TIJUCAS DO SUL";3;3;3;3;3;3;3;3;3;3;3;3
"412770 TOLEDO";158;158;158;158;160;159;159;159;163;163;163;163
"412780 TOMAZINA";3;3;3;3;3;3;3;3;3;3;3;3
"412785 TRES BARRAS DO PARANA";1;2;1;1;1;1;1;1;1;1;1;1
"412796 TURVO";5;5;5;5;5;5;5;5;5;5;5;5
"412800 UBIRATA";30;32;34;31;32;32;32;37;38;38;38;40
"412810 UMUARAMA";336;336;337;337;337;337;331;331;335;335;338;338
"412820 UNIAO DA VITORIA";49;49;49;49;49;49;49;50;55;55;55;55
"412840 URAI";3;3;3;3;3;3;3;3;3;3;3;3
"412850 WENCESLAU BRAZ";7;7;7;7;7;7;7;7;7;7;7;7
"412853 VENTANIA";3;3;3;3;3;3;3;3;3;3;3;3
"412860 VERE";3;3;3;3;3;3;3;3;3;3;3;3
"412863 DOUTOR ULYSSES";2;2;2;2;2;2;2;2;2;2;2;2
"412865 VIRMOND";1;1;1;1;1;1;1;1;1;1;1;1
"412870 VITORINO";2;2;2;2;2;2;2;2;2;2;2;2
"412880 XAMBRE";1;1;1;1;1;1;1;1;1;1;1;1
"420010 ABELARDO LUZ";15;15;15;15;15;15;15;15;16;16;16;16
"420020 AGROLANDIA";4;4;4;4;4;4;4;4;4;4;4;4
"420040 AGUA DOCE";10;10;10;10;10;11;11;11;11;11;11;11
"420050 AGUAS DE CHAPECO";3;3;3;3;3;3;3;3;3;3;3;3
"420055 AGUAS FRIAS";4;4;4;4;4;4;4;4;4;4;4;4
"420060 AGUAS MORNAS";7;7;7;7;7;7;7;7;7;7;7;7
"420080 ANCHIETA";7;7;7;7;7;7;7;7;7;7;7;7
"420100 ANITA GARIBALDI";4;4;4;4;4;4;4;4;4;4;4;4
"420110 ANITAPOLIS";8;8;8;8;9;9;9;9;9;9;9;9
"420120 ANTONIO CARLOS";10;10;10;10;10;10;10;10;10;10;10;10
"420125 APIUNA";3;3;3;3;3;3;3;3;3;3;3;3
"420130 ARAQUARI";13;13;13;13;13;13;13;13;13;13;13;12
"420140 ARARANGUA";85;85;85;97;104;112;114;115;115;115;115;115
"420150 ARMAZEM";6;6;6;6;6;8;8;8;8;8;8;8
"420160 ARROIO TRINTA";8;8;8;8;8;8;8;8;8;8;8;8
"420170 ASCURRA";1;1;1;1;1;1;1;1;1;1;1;1
"420195 BALNEARIO ARROIO DO SILVA";4;4;4;4;4;4;4;4;4;4;4;4
"420200 BALNEARIO CAMBORIU";182;182;185;186;186;190;189;190;194;200;203;203
"420205 BALNEARIO BARRA DO SUL";4;4;4;4;4;4;4;4;4;4;4;4
"420207 BALNEARIO GAIVOTA";1;1;1;1;1;1;1;1;1;1;1;1
"420210 BARRA VELHA";22;22;22;22;22;22;22;22;22;22;22;22
"420215 BELMONTE";2;2;2;2;2;2;2;2;2;2;2;2
"420220 BENEDITO NOVO";1;1;1;1;1;1;1;1;1;1;1;1
"420230 BIGUACU";51;51;51;52;52;56;56;57;57;67;67;67
"420240 BLUMENAU";591;596;603;606;613;618;618;621;621;628;630;631
"420243 BOCAINA DO SUL";4;4;4;4;4;4;4;4;4;4;4;4
"420245 BOMBINHAS";29;29;29;29;29;29;29;29;29;29;29;29
"420250 BOM JARDIM DA SERRA";5;5;5;5;3;3;3;3;3;3;3;3
"420253 BOM JESUS";2;2;2;2;2;2;2;2;2;2;2;2
"420257 BOM JESUS DO OESTE";1;1;1;2;2;2;2;2;2;2;2;2
"420260 BOM RETIRO";5;5;6;6;6;6;6;6;6;6;6;6
"420270 BOTUVERA";2;2;2;2;2;2;2;2;2;2;2;2
"420280 BRACO DO NORTE";34;36;36;35;35;35;35;35;36;40;40;40
"420285 BRACO DO TROMBUDO";1;1;1;1;1;1;1;1;1;1;1;1
"420290 BRUSQUE";223;222;222;224;225;225;225;227;228;228;228;228
"420300 CACADOR";110;110;112;114;118;120;120;125;125;126;126;126
"420310 CAIBI";3;3;3;3;3;3;3;3;3;3;3;3
"420315 CALMON";1;1;1;1;1;1;1;1;1;1;1;1
"420320 CAMBORIU";30;30;30;30;30;30;30;30;30;31;31;31
"420330 CAMPO ALEGRE";-;-;2;2;2;2;2;2;2;2;2;2
"420340 CAMPO BELO DO SUL";6;6;6;6;6;6;6;6;6;6;6;6
"420350 CAMPO ERE";1;1;1;1;1;1;1;1;1;1;1;1
"420360 CAMPOS NOVOS";41;41;41;41;41;41;41;41;41;41;41;41
"420370 CANELINHA";6;6;6;6;6;6;6;6;6;6;6;6
"420380 CANOINHAS";148;150;150;143;145;137;137;137;137;138;141;139
"420390 CAPINZAL";5;6;6;6;6;6;5;5;6;6;6;6
"420395 CAPIVARI DE BAIXO";7;7;7;7;7;7;7;7;7;7;7;7
"420400 CATANDUVAS";7;7;7;7;7;7;7;7;7;7;7;7
"420410 CAXAMBU DO SUL";3;3;3;4;4;4;4;4;4;4;4;4
"420417 CERRO NEGRO";2;2;2;2;2;2;2;2;2;2;2;2
"420419 CHAPADAO DO LAGEADO";-;-;-;-;-;-;-;-;-;1;1;1
"420420 CHAPECO";350;350;350;351;351;354;358;365;373;377;377;376
"420425 COCAL DO SUL";18;18;18;18;18;18;19;19;19;20;20;20
"420430 CONCORDIA";92;93;96;103;103;104;104;105;106;106;107;107
"420435 CORDILHEIRA ALTA";2;2;2;2;2;2;2;2;2;2;2;2
"420440 CORONEL FREITAS";3;3;3;3;3;3;3;3;3;3;3;3
"420450 CORUPA";6;6;6;7;7;7;7;7;7;7;7;7
"420455 CORREIA PINTO";8;8;8;8;8;8;8;8;8;8;8;8
"420460 CRICIUMA";446;445;446;444;444;443;443;442;443;440;440;445
"420470 CUNHA PORA";7;7;7;7;7;7;7;7;7;7;7;7
"420475 CUNHATAI";2;2;2;2;6;6;6;6;6;6;6;6
"420480 CURITIBANOS";77;77;78;78;78;77;77;77;78;79;79;79
"420490 DESCANSO";3;3;3;4;4;4;4;4;5;5;5;5
"420500 DIONISIO CERQUEIRA";20;20;20;20;20;20;20;20;20;20;20;20
"420510 DONA EMMA";2;2;2;1;1;1;1;1;1;1;1;1
"420520 ERVAL VELHO";1;1;1;1;1;1;-;-;-;-;-;-
"420530 FAXINAL DOS GUEDES";4;5;5;6;6;6;6;6;6;6;6;6
"420540 FLORIANOPOLIS";1169;1170;1183;1194;1204;1202;1210;1210;1209;1211;1212;1223
"420543 FORMOSA DO SUL";1;1;1;1;1;1;1;1;1;1;1;1
"420545 FORQUILHINHA";17;17;17;17;17;17;17;17;17;17;17;17
"420550 FRAIBURGO";65;65;65;66;66;66;66;66;70;70;70;70
"420560 GALVAO";-;-;1;1;1;1;1;1;1;1;1;1
"420570 GAROPABA";22;22;22;22;22;22;22;22;22;22;23;23
"420580 GARUVA";4;4;4;4;4;4;1;1;1;1;1;1
"420590 GASPAR";57;60;58;58;58;58;58;58;58;58;58;58
"420600 GOVERNADOR CELSO RAMOS";1;1;1;1;1;1;1;1;1;1;1;1
"420610 GRAO PARA";1;1;1;1;1;2;2;3;3;3;3;3
"420620 GRAVATAL";6;6;6;6;6;6;6;6;6;6;6;6
"420630 GUABIRUBA";11;11;11;14;15;15;15;15;15;15;15;15
"420640 GUARACIABA";8;8;8;8;8;8;8;8;8;8;8;8
"420650 GUARAMIRIM";28;28;28;28;28;28;28;28;28;28;28;28
"420660 GUARUJA DO SUL";8;8;8;8;8;8;8;8;8;8;8;8
"420670 HERVAL D'OESTE";29;29;29;29;29;30;30;30;31;31;31;31
"420680 IBICARE";3;3;3;3;3;3;3;3;3;3;3;3
"420690 IBIRAMA";38;42;42;42;38;38;38;38;38;38;38;38
"420700 ICARA";44;44;44;45;45;45;44;38;38;38;38;38
"420710 ILHOTA";5;5;5;5;5;5;5;5;5;5;5;5
"420720 IMARUI";2;2;2;2;2;2;2;2;2;2;2;2
"420730 IMBITUBA";73;73;75;76;76;76;76;76;79;79;80;80
"420740 IMBUIA";4;4;4;4;4;4;4;4;4;4;4;4
"420750 INDAIAL";68;70;70;72;72;71;72;72;72;73;73;73
"420757 IOMERE";1;1;1;1;1;1;1;1;1;1;4;4
"420765 IPORA DO OESTE";13;13;13;11;11;11;11;11;11;11;11;11
"420768 IPUACU";1;1;1;1;1;1;1;1;1;1;1;1
"420770 IPUMIRIM";1;1;1;1;1;1;1;1;1;1;1;1
"420775 IRACEMINHA";5;5;5;5;5;5;5;5;5;5;5;5
"420780 IRANI";12;12;12;12;12;12;12;12;12;12;12;12
"420785 IRATI";1;1;1;1;1;1;1;1;1;1;1;1
"420790 IRINEOPOLIS";10;10;10;10;10;10;10;10;10;10;10;10
"420800 ITA";5;5;4;4;4;4;4;4;4;4;4;4
"420810 ITAIOPOLIS";14;14;14;14;14;14;14;14;14;14;14;14
"420820 ITAJAI";531;529;537;538;538;547;550;550;550;549;549;544
"420830 ITAPEMA";83;84;84;84;83;83;83;83;94;94;94;96
"420840 ITAPIRANGA";5;5;5;5;7;7;7;7;7;7;7;7
"420845 ITAPOA";13;14;14;14;14;14;14;14;14;14;14;14
"420850 ITUPORANGA";49;49;49;49;50;50;50;50;50;51;51;51
"420870 JACINTO MACHADO";12;12;12;12;12;12;12;12;12;12;12;12
"420880 JAGUARUNA";23;23;23;23;23;25;21;21;24;24;24;24
"420890 JARAGUA DO SUL";469;469;469;472;473;473;477;477;477;477;474;474
"420895 JARDINOPOLIS";1;1;1;1;1;1;1;1;1;1;1;1
"420900 JOACABA";156;156;155;156;156;156;156;156;156;155;155;155
"420910 JOINVILLE";1157;1158;1159;1161;1158;1162;1155;1170;1155;1156;1157;1151
"420915 JOSE BOITEUX";1;1;1;1;1;1;1;1;1;1;1;1
"420930 LAGES";256;256;256;255;254;254;256;264;264;265;265;268
"420940 LAGUNA";40;40;40;39;39;39;46;47;47;47;47;47
"420950 LAURENTINO";7;7;7;7;7;7;7;5;5;5;5;5
"420960 LAURO MULLER";18;18;18;18;18;18;18;18;18;18;18;18
"420970 LEBON REGIS";2;2;2;2;2;2;2;2;2;2;2;2
"420990 LONTRAS";11;11;11;11;11;11;11;11;11;11;11;11
"421000 LUIZ ALVES";10;10;11;11;11;11;11;11;11;11;11;11
"421003 LUZERNA";1;1;1;1;1;1;1;1;1;1;1;1
"421010 MAFRA";57;57;57;57;57;57;57;57;57;57;57;57
"421020 MAJOR GERCINO";1;1;1;1;1;1;1;1;1;1;1;1
"421040 MARACAJA";1;1;1;1;1;1;1;1;1;1;1;1
"421050 MARAVILHA";85;88;88;89;89;89;90;92;92;92;94;94
"421080 MELEIRO";7;7;8;8;8;8;8;8;8;8;8;8
"421090 MODELO";2;2;2;2;2;2;2;2;2;2;2;2
"421100 MONDAI";22;22;19;19;20;20;21;21;21;21;21;22
"421105 MONTE CARLO";1;1;1;1;1;1;1;1;1;1;1;1
"421110 MONTE CASTELO";9;9;9;9;9;9;9;9;9;9;9;9
"421120 MORRO DA FUMACA";17;17;17;17;17;17;17;17;17;17;17;17
"421125 MORRO GRANDE";1;1;1;1;1;1;1;1;1;1;1;1
"421130 NAVEGANTES";68;68;70;70;70;77;78;78;77;78;78;78
"421140 NOVA ERECHIM";8;8;8;8;8;8;8;8;8;8;8;8
"421145 NOVA ITABERABA";1;1;1;2;2;2;2;2;2;1;1;1
"421150 NOVA TRENTO";6;6;6;6;6;6;6;6;6;6;6;6
"421160 NOVA VENEZA";15;15;15;16;16;16;16;16;16;16;16;16
"421170 ORLEANS";12;12;17;17;17;17;17;17;17;17;17;17
"421175 OTACILIO COSTA";28;28;35;35;35;41;41;41;42;42;43;44
"421180 OURO";11;11;11;11;11;11;12;12;12;12;12;12
"421185 OURO VERDE";1;1;1;1;1;1;1;1;1;1;1;1
"421187 PAIAL";2;2;2;2;2;2;2;2;2;2;2;2
"421190 PALHOCA";113;113;118;118;118;118;118;118;119;119;119;119
"421200 PALMA SOLA";2;2;2;2;2;2;2;2;2;2;2;2
"421205 PALMEIRA";2;2;2;2;2;2;2;2;2;2;2;2
"421210 PALMITOS";9;9;9;10;10;10;10;10;10;10;9;9
"421220 PAPANDUVA";2;2;2;2;2;2;2;2;2;2;2;2
"421225 PASSO DE TORRES";7;7;7;7;7;7;7;7;7;7;7;7
"421230 PAULO LOPES";1;1;1;1;1;1;1;1;1;1;1;1
"421250 PENHA";18;18;18;18;18;18;18;18;18;18;18;18
"421265 PESCARIA BRAVA";4;4;4;4;4;4;4;4;4;4;4;4
"421280 BALNEARIO PICARRAS";17;17;17;17;17;18;18;18;18;19;19;19
"421290 PINHALZINHO";49;49;49;49;50;50;50;50;52;53;53;53
"421315 PLANALTO ALEGRE";3;3;3;3;3;3;3;3;3;3;3;3
"421320 POMERODE";35;35;35;35;35;35;35;35;35;35;35;35
"421330 PONTE ALTA";3;3;3;3;3;3;3;3;3;3;3;4
"421335 PONTE ALTA DO NORTE";2;2;2;2;2;3;3;3;3;3;3;3
"421340 PONTE SERRADA";1;1;1;1;1;1;1;1;1;1;1;1
"421350 PORTO BELO";18;18;18;18;18;18;18;18;18;18;18;17
"421360 PORTO UNIAO";58;56;56;56;54;55;55;55;55;55;54;54
"421370 POUSO REDONDO";16;16;16;16;16;19;19;19;19;19;19;19
"421380 PRAIA GRANDE";3;3;3;3;3;3;4;4;4;4;5;5
"421390 PRESIDENTE CASTELLO BRANCO";1;1;1;-;-;-;-;-;-;-;-;-
"421400 PRESIDENTE GETULIO";11;11;11;18;18;18;18;18;18;18;18;18
"421410 PRESIDENTE NEREU";3;3;3;2;2;2;2;2;2;2;2;2
"421420 QUILOMBO";11;11;11;11;11;11;11;11;11;11;11;11
"421440 RIO DAS ANTAS";5;5;5;5;5;5;5;5;5;4;4;4
"421450 RIO DO CAMPO";4;4;4;4;4;4;4;4;4;4;4;4
"421460 RIO DO OESTE";4;4;4;4;4;4;4;4;3;3;3;3
"421470 RIO DOS CEDROS";1;1;1;1;1;1;4;4;4;4;4;4
"421480 RIO DO SUL";261;262;262;264;265;265;267;271;272;273;272;273
"421490 RIO FORTUNA";6;6;6;7;7;7;7;7;7;7;7;7
"421500 RIO NEGRINHO";30;30;30;30;29;30;30;30;29;29;29;32
"421505 RIO RUFINO";1;1;1;1;1;1;1;1;1;1;1;1
"421507 RIQUEZA";2;2;2;2;2;2;2;2;2;2;2;2
"421510 RODEIO";3;3;3;3;3;3;3;4;4;4;4;4
"421520 ROMELANDIA";1;1;1;1;1;1;1;1;1;1;1;1
"421530 SALETE";16;17;17;17;17;17;11;11;11;11;11;11
"421545 SANGAO";-;-;-;-;-;4;10;10;10;10;10;10
"421550 SANTA CECILIA";13;13;13;13;13;13;13;13;13;13;13;13
"421560 SANTA ROSA DE LIMA";1;1;1;1;1;1;1;1;1;1;1;1
"421565 SANTA ROSA DO SUL";2;2;2;2;2;2;4;4;9;9;9;9
"421568 SANTA TEREZINHA DO PROGRESSO";1;1;1;1;1;1;1;1;1;1;1;1
"421570 SANTO AMARO DA IMPERATRIZ";14;14;14;14;14;14;14;14;14;14;14;14
"421575 SAO BERNARDINO";-;-;-;-;2;2;2;2;2;2;2;2
"421580 SAO BENTO DO SUL";70;70;70;69;70;70;70;71;70;70;70;70
"421590 SAO BONIFACIO";4;4;4;4;4;4;4;4;4;4;4;4
"421600 SAO CARLOS";19;19;19;19;19;19;19;19;19;18;18;18
"421605 SAO CRISTOVAO DO SUL";1;1;1;1;1;1;1;1;1;1;1;1
"421610 SAO DOMINGOS";2;2;2;2;2;2;2;2;2;2;2;2
"421620 SAO FRANCISCO DO SUL";16;16;16;16;17;17;17;17;17;17;17;17
"421625 SAO JOAO DO OESTE";6;6;6;6;6;6;6;6;6;6;6;6
"421630 SAO JOAO BATISTA";19;22;22;22;23;23;23;23;23;25;25;25
"421635 SAO JOAO DO ITAPERIU";3;3;3;3;3;3;3;3;3;3;3;3
"421640 SAO JOAO DO SUL";5;5;5;5;6;6;8;8;8;8;8;8
"421650 SAO JOAQUIM";15;15;15;15;15;15;18;18;18;18;18;18
"421660 SAO JOSE";266;264;266;269;273;273;275;275;275;273;271;273
"421670 SAO JOSE DO CEDRO";5;5;5;5;5;6;6;6;8;8;8;8
"421680 SAO JOSE DO CERRITO";2;2;2;2;2;2;2;2;2;2;2;2
"421690 SAO LOURENCO DO OESTE";44;44;44;44;44;44;44;44;44;44;44;44
"421700 SAO LUDGERO";5;5;5;5;5;5;5;5;5;5;5;5
"421710 SAO MARTINHO";1;1;1;1;1;1;1;1;1;1;-;-
"421720 SAO MIGUEL DO OESTE";207;209;210;210;209;213;213;217;221;222;223;222
"421730 SAUDADES";8;8;8;8;8;8;8;8;8;8;8;8
"421740 SCHROEDER";20;20;20;19;19;19;19;19;19;19;19;19
"421750 SEARA";8;8;9;9;9;9;9;9;8;8;8;8
"421755 SERRA ALTA";3;3;3;3;3;3;3;3;3;3;3;3
"421760 SIDEROPOLIS";8;8;8;8;8;8;8;8;8;8;8;8
"421770 SOMBRIO";53;53;53;53;53;54;54;54;54;51;51;51
"421780 TAIO";22;22;22;22;22;22;21;21;22;22;22;22
"421790 TANGARA";8;8;8;8;8;8;8;8;8;8;7;7
"421795 TIGRINHOS";1;1;1;1;1;1;1;1;1;1;1;1
"421800 TIJUCAS";28;28;28;28;28;30;31;31;31;31;32;32
"421810 TIMBE DO SUL";6;6;6;6;6;7;7;7;7;7;7;7
"421820 TIMBO";125;123;123;126;126;126;128;130;132;131;133;133
"421825 TIMBO GRANDE";1;1;1;1;1;1;1;1;1;1;1;1
"421830 TRES BARRAS";11;11;11;11;11;11;11;11;11;11;11;11
"421835 TREVISO";4;4;4;4;4;4;4;4;4;4;4;4
"421840 TREZE DE MAIO";1;1;1;1;1;1;1;1;1;1;1;1
"421850 TREZE TILIAS";8;8;8;8;8;8;8;8;8;8;8;8
"421860 TROMBUDO CENTRAL";11;11;12;12;12;13;13;13;13;13;13;13
"421870 TUBARAO";162;162;162;162;162;163;163;164;163;164;164;164
"421875 TUNAPOLIS";11;11;11;11;11;11;11;11;11;11;12;12
"421880 TURVO";44;44;44;46;46;46;46;46;46;46;46;46
"421885 UNIAO DO OESTE";1;1;1;1;1;2;2;2;2;2;2;2
"421890 URUBICI";5;5;5;5;5;5;5;5;5;5;5;5
"421895 URUPEMA";1;1;1;1;1;1;1;1;1;1;1;1
"421900 URUSSANGA";19;19;19;19;19;19;19;19;19;19;19;19
"421910 VARGEAO";2;2;2;2;2;2;2;2;2;2;2;1
"421920 VIDAL RAMOS";9;9;9;9;9;9;9;9;9;9;9;9
"421930 VIDEIRA";59;59;59;59;60;60;60;60;61;65;67;68
"421935 VITOR MEIRELES";8;8;8;8;8;8;8;8;8;7;7;7
"421940 WITMARSUM";4;4;4;4;4;4;4;4;4;4;4;4
"421950 XANXERE";111;112;113;114;114;114;114;114;114;113;113;111
"421970 XAXIM";28;28;28;28;28;28;28;28;28;28;28;28
"421985 ZORTEA";3;3;3;3;3;3;3;3;3;3;3;3
"422000 BALNEARIO RINCAO";4;5;5;5;5;5;5;5;5;5;5;5
"430003 ACEGUA";1;1;1;1;1;1;1;1;1;1;1;1
"430010 AGUDO";15;15;15;15;15;15;15;15;15;15;15;15
"430020 AJURICABA";3;3;3;3;3;3;3;3;3;3;3;3
"430040 ALEGRETE";71;71;71;71;71;71;71;71;71;71;71;71
"430045 ALEGRIA";6;6;6;6;6;6;6;3;3;3;3;3
"430050 ALPESTRE";1;1;1;1;1;1;1;1;1;1;1;1
"430060 ALVORADA";54;60;60;60;60;60;60;60;60;61;61;61
