CNES - Recursos Físicos - Ambulatório - Leitos de Repouso e Observação - Brasil
Leitos Repouso/Observação Indif por Município e Ano/mês compet.
Período:2024
"Município";"2024/Jan";"2024/Fev";"2024/Mar";"2024/Abr";"2024/Mai";"2024/Jun";"2024/Jul";"2024/Ago";"2024/Set";"2024/Out";"2024/Nov";"2024/Dez"
"412035 PRANCHITA";2;2;2;2;2;2;2;2;2;2;2;2
"412040 PRESIDENTE CASTELO BRANCO";2;2;2;2;2;2;2;2;2;2;2;2
"412050 PRIMEIRO DE MAIO";4;4;4;4;4;4;4;4;4;4;4;4
"412060 PRUDENTOPOLIS";17;17;17;17;17;17;17;17;17;17;17;17
"412065 QUARTO CENTENARIO";7;7;7;7;7;7;7;7;7;7;7;7
"412085 QUATRO PONTES";5;5;5;5;5;5;5;5;5;5;5;5
"412090 QUEDAS DO IGUACU";3;3;3;3;3;3;3;3;3;3;3;3
"412100 QUERENCIA DO NORTE";1;1;1;1;1;1;1;1;1;1;1;1
"412120 QUITANDINHA";17;17;17;17;17;17;17;17;17;17;17;17
"412125 RAMILANDIA";1;1;1;1;1;1;1;1;1;1;1;1
"412140 REALEZA";1;1;1;1;1;1;1;1;1;1;1;1
"412175 RESERVA DO IGUACU";8;8;8;8;8;8;8;8;8;8;8;8
"412180 RIBEIRAO CLARO";5;5;5;5;5;5;5;5;5;5;5;5
"412190 RIBEIRAO DO PINHAL";5;5;5;5;5;5;5;5;5;5;5;5
"412200 RIO AZUL";6;6;6;6;6;6;6;6;6;6;6;6
"412215 RIO BONITO DO IGUACU";1;1;1;1;1;1;1;1;1;1;1;1
"412220 RIO BRANCO DO SUL";3;3;3;3;3;3;3;3;3;3;3;3
"412230 RIO NEGRO";4;4;4;4;4;4;4;4;4;4;4;4
"412240 ROLANDIA";10;10;10;10;10;10;10;10;11;11;11;11
"412260 RONDON";2;2;2;2;2;2;2;2;2;2;2;2
"412280 SALGADO FILHO";3;3;3;3;3;3;3;3;3;3;3;3
"412300 SALTO DO LONTRA";9;9;9;9;9;9;9;9;9;9;12;12
"412350 SANTA HELENA";7;7;7;7;7;7;7;9;9;9;9;9
"412390 SANTA MARIANA";2;2;2;2;2;2;2;2;2;2;2;2
"412400 SANTANA DO ITARARE";2;2;2;2;2;2;2;2;2;2;2;2
"412402 SANTA TEREZA DO OESTE";1;1;1;1;1;-;1;1;1;1;1;1
"412405 SANTA TEREZINHA DE ITAIPU";4;4;4;4;4;4;4;4;4;4;4;4
"412410 SANTO ANTONIO DA PLATINA";11;11;11;11;11;11;11;11;11;11;11;11
"412430 SANTO ANTONIO DO PARAISO";1;1;1;1;1;1;1;1;1;1;1;1
"412440 SANTO ANTONIO DO SUDOESTE";1;1;1;1;1;1;1;1;1;1;1;1
"412470 SAO JERONIMO DA SERRA";3;3;3;3;3;3;3;3;3;3;3;3
"412500 SAO JOAO DO IVAI";7;7;7;7;7;7;7;7;7;7;7;7
"412520 SAO JORGE D'OESTE";5;5;5;5;5;5;5;5;5;5;5;5
"412535 SAO JORGE DO PATROCINIO";1;1;1;1;1;1;1;1;1;1;1;1
"412545 SAO JOSE DAS PALMEIRAS";1;1;1;1;1;1;1;1;1;1;1;1
"412550 SAO JOSE DOS PINHAIS";12;12;12;12;12;12;12;12;12;12;12;12
"412570 SAO MIGUEL DO IGUACU";9;9;9;9;9;9;9;9;9;9;9;9
"412580 SAO PEDRO DO IVAI";2;2;2;2;2;2;2;2;2;2;2;2
"412627 SAUDADE DO IGUACU";6;6;6;6;6;6;6;6;6;6;6;6
"412635 SERRANOPOLIS DO IGUACU";2;2;2;2;2;2;2;2;2;2;2;2
"412650 SERTANOPOLIS";4;4;4;4;4;4;4;4;4;4;4;4
"412660 SIQUEIRA CAMPOS";11;11;11;11;11;11;11;11;11;11;11;11
"412665 SULINA";4;4;4;4;4;4;4;4;4;4;4;4
"412680 TAPEJARA";1;1;1;1;1;1;1;1;1;1;1;1
"412690 TAPIRA";1;1;1;1;1;1;1;1;1;1;1;1
"412710 TELEMACO BORBA";15;15;15;15;15;15;15;15;15;15;15;15
"412720 TERRA BOA";2;2;2;2;2;2;2;2;2;2;2;2
"412730 TERRA RICA";2;2;2;2;2;2;2;2;2;2;2;2
"412750 TIBAGI";2;2;2;2;2;2;2;2;2;2;2;2
"412770 TOLEDO";45;45;45;45;45;48;48;48;48;48;48;48
"412790 TUNEIRAS DO OESTE";2;2;2;2;2;2;2;2;2;2;2;2
"412796 TURVO";1;1;1;1;1;1;1;1;1;1;1;1
"412800 UBIRATA";18;18;18;18;18;18;18;18;16;16;16;16
"412810 UMUARAMA";94;94;94;94;94;94;94;94;94;95;95;95
"412820 UNIAO DA VITORIA";17;17;17;17;17;17;17;17;17;17;17;17
"412855 VERA CRUZ DO OESTE";3;3;3;3;3;3;3;3;3;3;3;3
"412862 ALTO PARAISO";4;4;4;4;4;4;4;4;4;4;4;4
"412863 DOUTOR ULYSSES";4;4;4;4;4;4;4;4;4;4;4;4
"412865 VIRMOND";2;2;2;2;2;2;2;2;2;2;2;2
"412880 XAMBRE";1;1;1;1;1;1;1;1;1;1;1;1
"420010 ABELARDO LUZ";1;1;1;1;1;1;1;1;1;1;1;1
"420020 AGROLANDIA";2;2;2;2;2;2;2;2;2;2;2;2
"420055 AGUAS FRIAS";5;5;5;5;5;5;5;5;5;5;5;5
"420060 AGUAS MORNAS";2;2;2;2;2;2;2;2;2;2;2;2
"420070 ALFREDO WAGNER";4;4;4;4;4;4;4;4;4;4;4;4
"420080 ANCHIETA";3;3;3;3;3;3;3;3;3;3;3;3
"420110 ANITAPOLIS";1;1;1;1;1;1;1;1;1;1;1;1
"420127 ARABUTA";1;1;1;1;1;1;1;1;1;1;1;1
"420130 ARAQUARI";3;3;3;3;3;3;3;3;3;3;3;3
"420140 ARARANGUA";10;10;10;10;11;13;13;13;13;13;13;13
"420195 BALNEARIO ARROIO DO SILVA";4;4;4;4;4;4;4;4;4;4;4;4
"420200 BALNEARIO CAMBORIU";65;65;66;70;76;74;78;78;79;79;79;79
"420205 BALNEARIO BARRA DO SUL";8;8;8;8;8;8;8;8;8;8;8;8
"420209 BARRA BONITA";1;1;1;1;1;1;1;1;1;1;1;1
"420213 BELA VISTA DO TOLDO";2;-;-;-;-;-;-;-;-;-;-;-
"420215 BELMONTE";2;2;2;2;2;2;2;2;2;2;2;2
"420220 BENEDITO NOVO";3;3;3;3;3;3;3;3;3;3;3;3
"420230 BIGUACU";5;5;5;5;5;5;5;5;5;5;5;5
"420240 BLUMENAU";100;100;100;102;102;102;102;102;102;103;103;103
"420243 BOCAINA DO SUL";2;2;2;2;2;2;2;2;2;2;2;2
"420253 BOM JESUS";3;3;3;3;3;3;3;3;3;3;3;3
"420257 BOM JESUS DO OESTE";1;1;1;1;1;1;1;1;1;1;1;1
"420270 BOTUVERA";6;6;6;6;6;6;6;6;6;6;6;6
"420280 BRACO DO NORTE";5;5;5;5;5;5;5;5;5;5;5;5
"420285 BRACO DO TROMBUDO";4;4;4;4;4;4;4;4;4;4;4;4
"420290 BRUSQUE";28;28;28;28;28;28;28;33;33;38;38;38
"420300 CACADOR";10;10;10;10;10;10;10;11;11;11;11;11
"420315 CALMON";1;1;1;1;1;1;1;1;1;1;1;1
"420320 CAMBORIU";73;73;73;73;73;72;72;72;72;72;72;72
"420330 CAMPO ALEGRE";3;3;3;3;3;3;3;3;3;3;3;3
"420350 CAMPO ERE";2;2;2;2;2;2;2;2;2;2;2;2
"420360 CAMPOS NOVOS";1;1;1;1;1;1;1;1;1;1;1;1
"420370 CANELINHA";4;4;4;4;4;4;4;4;4;4;4;4
"420380 CANOINHAS";1;1;1;1;1;1;1;1;1;1;1;1
"420390 CAPINZAL";1;1;1;1;1;1;1;1;1;1;1;1
"420410 CAXAMBU DO SUL";1;1;1;1;1;1;1;1;1;1;1;1
"420420 CHAPECO";29;29;29;29;29;29;28;28;28;28;28;28
"420425 COCAL DO SUL";3;3;3;3;3;3;3;3;3;3;3;3
"420430 CONCORDIA";11;11;11;11;11;11;11;11;11;11;11;11
"420435 CORDILHEIRA ALTA";3;3;3;3;3;3;3;3;3;3;3;3
"420440 CORONEL FREITAS";3;3;3;3;3;3;3;3;3;3;3;3
"420445 CORONEL MARTINS";3;3;3;3;3;3;3;3;3;3;3;3
"420450 CORUPA";1;1;1;1;1;1;1;1;1;1;1;1
"420460 CRICIUMA";60;60;60;60;60;60;60;60;60;60;60;61
"420475 CUNHATAI";2;2;2;2;2;2;2;2;2;2;2;2
"420480 CURITIBANOS";8;8;8;8;8;8;8;8;8;8;8;8
"420490 DESCANSO";2;2;2;2;2;2;2;2;2;2;2;2
"420510 DONA EMMA";4;4;4;4;4;4;4;4;4;4;4;4
"420517 ENTRE RIOS";3;3;3;3;3;3;3;3;3;3;3;3
"420520 ERVAL VELHO";6;6;6;6;6;6;2;2;2;2;2;2
"420530 FAXINAL DOS GUEDES";2;2;2;2;2;2;2;2;2;2;2;2
"420535 FLOR DO SERTAO";3;3;3;3;3;3;3;3;3;3;3;3
"420540 FLORIANOPOLIS";140;140;158;163;163;167;167;167;167;171;171;178
"420543 FORMOSA DO SUL";4;4;4;4;4;4;4;4;4;4;4;4
"420545 FORQUILHINHA";3;3;3;3;3;3;3;3;3;3;3;3
"420550 FRAIBURGO";1;1;2;2;2;2;2;2;2;2;2;2
"420560 GALVAO";9;9;9;9;9;9;9;9;9;9;9;9
"420570 GAROPABA";16;16;16;16;16;16;16;10;10;10;10;10
"420580 GARUVA";6;6;6;6;6;6;-;-;-;-;-;-
"420590 GASPAR";9;9;10;10;10;10;10;10;10;10;10;10
"420600 GOVERNADOR CELSO RAMOS";3;3;3;3;3;3;3;3;3;3;3;3
"420610 GRAO PARA";3;3;3;3;3;3;3;3;3;3;3;3
"420630 GUABIRUBA";2;2;2;2;2;5;5;5;5;5;5;5
"420640 GUARACIABA";1;1;1;1;1;1;1;1;1;1;1;1
"420650 GUARAMIRIM";1;1;1;1;1;1;1;1;1;1;1;1
"420660 GUARUJA DO SUL";2;2;2;2;2;2;2;2;2;2;2;2
"420665 GUATAMBU";5;5;5;5;5;5;5;5;5;5;5;5
"420670 HERVAL D'OESTE";3;3;3;3;3;3;3;3;3;3;3;3
"420675 IBIAM";1;1;1;1;1;1;1;1;1;1;1;1
"420690 IBIRAMA";2;2;2;2;2;2;2;2;2;2;2;2
"420700 ICARA";6;6;6;6;6;6;6;6;6;6;6;6
"420740 IMBUIA";1;1;1;1;1;1;1;1;1;1;1;1
"420750 INDAIAL";9;9;9;9;9;9;9;9;9;9;9;9
"420757 IOMERE";1;1;1;1;1;1;1;1;1;1;1;1
"420760 IPIRA";1;1;1;1;1;1;1;1;1;1;1;1
"420768 IPUACU";4;4;4;4;4;4;4;4;4;4;4;4
"420775 IRACEMINHA";3;3;3;3;3;3;3;3;3;3;3;3
"420780 IRANI";10;10;10;10;10;10;10;10;10;10;10;10
"420785 IRATI";1;1;1;1;1;1;1;1;1;1;1;1
"420790 IRINEOPOLIS";1;1;1;1;1;1;1;1;1;1;1;1
"420800 ITA";3;3;3;3;3;3;3;3;3;3;3;3
"420810 ITAIOPOLIS";7;7;7;7;7;7;7;7;7;7;7;7
"420820 ITAJAI";34;34;34;34;34;34;34;34;35;35;35;35
"420830 ITAPEMA";36;36;36;36;36;37;37;37;37;37;37;37
"420840 ITAPIRANGA";3;3;3;3;3;3;3;3;3;3;3;3
"420850 ITUPORANGA";3;3;3;3;3;3;3;3;3;3;3;3
"420860 JABORA";4;4;4;4;4;4;4;4;4;4;4;4
"420880 JAGUARUNA";2;2;2;2;2;2;2;2;2;2;2;2
"420890 JARAGUA DO SUL";24;24;24;24;24;24;24;24;24;24;24;24
"420895 JARDINOPOLIS";3;3;3;3;3;3;3;3;3;3;3;3
"420910 JOINVILLE";93;93;93;93;91;91;91;91;91;91;91;91
"420917 JUPIA";6;6;6;6;6;6;6;6;6;6;6;6
"420930 LAGES";21;21;21;21;21;21;21;21;21;21;21;21
"420950 LAURENTINO";3;3;3;3;3;3;3;3;3;3;3;3
"420960 LAURO MULLER";2;2;2;2;2;2;2;2;2;2;2;2
"420970 LEBON REGIS";1;1;1;1;1;1;1;1;1;1;1;1
"420980 LEOBERTO LEAL";6;6;6;6;6;6;6;6;6;6;7;7
"420990 LONTRAS";4;4;4;4;4;4;4;4;4;4;4;4
"421000 LUIZ ALVES";6;6;6;6;6;6;6;6;6;6;6;6
"421003 LUZERNA";1;1;1;1;1;1;1;1;1;1;1;1
"421010 MAFRA";6;6;6;6;6;6;6;6;6;6;6;6
"421030 MAJOR VIEIRA";1;1;1;1;1;1;1;1;1;1;1;1
"421040 MARACAJA";3;3;3;3;3;3;3;3;3;3;3;3
"421050 MARAVILHA";7;7;7;7;7;6;6;6;6;6;6;6
"421055 MAREMA";2;2;2;2;2;2;2;2;2;2;2;2
"421060 MASSARANDUBA";6;6;6;6;6;6;6;6;6;6;6;6
"421070 MATOS COSTA";2;2;2;2;2;2;2;2;2;2;2;2
"421080 MELEIRO";9;9;9;9;9;9;9;9;9;9;9;9
"421100 MONDAI";2;2;2;2;2;2;1;1;1;1;1;1
"421105 MONTE CARLO";2;2;2;2;2;2;2;2;2;2;2;2
"421125 MORRO GRANDE";2;2;2;2;2;2;2;2;2;2;2;2
"421130 NAVEGANTES";1;1;1;1;1;1;1;1;1;1;1;1
"421145 NOVA ITABERABA";3;3;3;3;3;3;3;3;3;3;3;3
"421160 NOVA VENEZA";29;29;29;29;29;29;29;29;29;29;29;29
"421165 NOVO HORIZONTE";4;4;4;4;4;4;4;4;4;4;4;4
"421175 OTACILIO COSTA";6;6;6;6;6;6;6;6;6;6;6;6
"421185 OURO VERDE";3;3;3;3;3;3;3;3;3;3;3;3
"421187 PAIAL";3;3;3;3;3;3;3;3;3;3;3;3
"421190 PALHOCA";23;23;23;23;23;23;23;23;23;23;23;23
"421200 PALMA SOLA";2;2;2;2;2;2;2;2;2;2;2;2
"421210 PALMITOS";3;3;3;3;3;3;3;3;3;3;-;-
"421220 PAPANDUVA";2;2;2;2;8;8;8;8;8;8;8;8
"421225 PASSO DE TORRES";2;2;2;2;2;2;2;2;2;2;2;2
"421227 PASSOS MAIA";3;3;3;3;3;3;3;3;3;3;3;3
"421230 PAULO LOPES";4;4;4;4;4;4;4;4;4;4;4;4
"421250 PENHA";3;3;3;3;3;3;3;3;3;3;3;3
"421280 BALNEARIO PICARRAS";2;2;2;2;2;2;2;2;2;2;2;2
"421290 PINHALZINHO";16;16;16;16;16;16;16;16;16;16;16;16
"421315 PLANALTO ALEGRE";2;2;2;2;2;2;2;2;5;5;5;5
"421320 POMERODE";14;14;14;14;14;14;14;14;14;14;14;14
"421330 PONTE ALTA";1;1;1;1;1;1;1;1;1;1;1;1
"421335 PONTE ALTA DO NORTE";1;1;-;-;-;1;1;1;1;1;1;1
"421340 PONTE SERRADA";25;25;25;25;25;25;25;25;25;25;25;25
"421350 PORTO BELO";5;5;5;5;5;5;5;5;5;5;5;5
"421360 PORTO UNIAO";2;2;2;2;2;2;2;2;2;2;2;2
"421370 POUSO REDONDO";5;5;5;5;5;5;5;5;5;5;5;5
"421380 PRAIA GRANDE";1;1;1;1;1;1;1;1;1;1;1;1
"421410 PRESIDENTE NEREU";2;2;2;2;2;2;2;2;2;2;2;2
"421420 QUILOMBO";8;8;8;8;8;8;8;8;8;8;8;8
"421440 RIO DAS ANTAS";2;2;2;2;2;2;2;2;2;2;2;2
"421450 RIO DO CAMPO";4;4;4;4;4;4;4;4;4;4;4;4
"421460 RIO DO OESTE";2;2;2;2;2;2;2;2;2;2;2;2
"421470 RIO DOS CEDROS";5;5;5;5;5;5;5;5;5;5;5;5
"421480 RIO DO SUL";10;10;10;10;10;10;10;10;10;10;10;10
"421490 RIO FORTUNA";3;3;3;3;3;3;3;3;3;3;3;3
"421505 RIO RUFINO";3;3;3;3;3;3;3;3;3;3;3;3
"421510 RODEIO";13;13;13;13;13;13;13;13;13;13;13;13
"421535 SALTINHO";1;1;1;1;1;1;1;1;1;1;1;1
"421550 SANTA CECILIA";3;3;3;3;3;3;3;3;3;3;3;3
"421555 SANTA HELENA";1;1;1;1;1;1;1;1;1;1;1;1
"421560 SANTA ROSA DE LIMA";4;4;4;4;4;4;4;4;4;4;4;4
"421565 SANTA ROSA DO SUL";8;8;8;8;8;8;8;8;8;8;8;8
"421567 SANTA TEREZINHA";1;1;1;1;1;1;1;1;1;1;1;1
"421568 SANTA TEREZINHA DO PROGRESSO";2;2;2;2;2;2;2;2;2;2;2;2
"421569 SANTIAGO DO SUL";2;2;2;2;2;2;2;2;2;2;2;2
"421570 SANTO AMARO DA IMPERATRIZ";39;39;3;3;3;3;3;3;3;3;3;3
"421575 SAO BERNARDINO";2;2;2;2;2;2;2;2;2;2;2;2
"421580 SAO BENTO DO SUL";32;32;32;32;32;32;32;32;32;32;32;32
"421590 SAO BONIFACIO";2;2;2;2;2;2;2;2;2;2;2;2
"421600 SAO CARLOS";2;2;2;2;2;2;2;2;2;2;2;2
"421605 SAO CRISTOVAO DO SUL";3;3;3;3;3;3;3;3;3;3;3;3
"421620 SAO FRANCISCO DO SUL";6;6;6;6;6;6;6;6;6;6;6;6
"421625 SAO JOAO DO OESTE";2;2;2;2;2;2;2;2;2;2;2;2
"421635 SAO JOAO DO ITAPERIU";2;2;2;2;2;2;2;2;2;2;2;2
"421640 SAO JOAO DO SUL";1;1;1;1;1;1;1;1;1;1;1;1
"421650 SAO JOAQUIM";1;1;1;1;1;1;1;1;1;1;1;1
"421660 SAO JOSE";61;61;61;61;61;61;61;61;61;61;61;61
"421670 SAO JOSE DO CEDRO";-;-;-;-;-;-;-;-;2;2;2;2
"421680 SAO JOSE DO CERRITO";3;3;3;3;3;3;3;3;3;3;3;3
"421690 SAO LOURENCO DO OESTE";3;3;3;3;3;3;3;3;3;3;3;3
"421700 SAO LUDGERO";2;2;2;2;2;2;2;2;2;2;2;2
"421715 SAO MIGUEL DA BOA VISTA";2;2;2;2;2;2;2;2;2;2;2;2
"421720 SAO MIGUEL DO OESTE";21;21;21;21;21;21;21;21;21;21;21;21
"421725 SAO PEDRO DE ALCANTARA";1;1;1;1;1;1;1;1;1;1;1;1
"421740 SCHROEDER";8;8;8;8;8;8;8;8;8;8;8;8
"421750 SEARA";3;3;3;3;3;3;3;3;3;3;3;3
"421760 SIDEROPOLIS";9;9;9;9;9;9;9;9;9;9;9;9
"421770 SOMBRIO";4;4;4;4;4;4;4;4;4;4;4;4
"421775 SUL BRASIL";2;2;2;2;2;2;2;2;2;2;2;2
"421790 TANGARA";1;1;1;1;1;1;1;1;1;1;1;1
"421800 TIJUCAS";2;2;2;2;20;20;20;20;20;20;20;20
"421810 TIMBE DO SUL";5;5;5;5;5;5;5;5;5;5;5;5
"421820 TIMBO";7;7;7;7;7;7;7;7;7;7;7;7
"421825 TIMBO GRANDE";2;2;2;2;2;2;2;2;2;2;2;2
"421830 TRES BARRAS";8;8;8;8;8;8;8;8;8;8;8;8
"421835 TREVISO";1;1;1;1;1;1;1;1;1;1;1;1
"421860 TROMBUDO CENTRAL";4;4;4;4;4;4;4;4;4;4;4;4
"421870 TUBARAO";49;49;49;49;49;49;53;53;53;53;53;53
"421880 TURVO";4;4;4;4;4;4;4;4;4;4;4;4
"421895 URUPEMA";1;1;1;1;1;1;1;1;1;1;1;1
"421910 VARGEAO";4;4;4;4;4;4;4;4;4;4;4;4
"421915 VARGEM";3;3;3;3;3;3;3;3;3;3;3;3
"421930 VIDEIRA";8;8;8;8;8;8;8;7;7;7;7;7
"421935 VITOR MEIRELES";4;4;4;4;4;4;4;4;4;4;4;4
"421950 XANXERE";3;3;3;3;3;3;3;3;3;3;3;3
"421960 XAVANTINA";1;1;1;1;1;1;1;1;1;1;1;1
"421970 XAXIM";11;11;11;11;11;11;11;11;11;11;11;11
"421985 ZORTEA";-;-;-;-;-;-;-;-;-;5;5;5
"430003 ACEGUA";4;4;4;4;4;4;4;4;4;4;4;4
"430005 AGUA SANTA";1;1;1;1;1;1;1;1;1;1;1;1
"430010 AGUDO";1;1;1;1;1;1;1;1;1;1;1;1
"430040 ALEGRETE";17;17;17;17;17;17;17;17;17;17;17;17
"430050 ALPESTRE";1;1;1;1;1;1;1;1;1;1;1;1
"430055 ALTO ALEGRE";1;1;1;1;1;1;1;1;1;1;1;1
"430060 ALVORADA";10;10;10;10;10;10;10;10;10;10;10;4
"430064 AMETISTA DO SUL";2;2;2;2;2;2;2;2;2;2;2;2
"430070 ANTA GORDA";1;1;1;1;1;1;1;1;1;1;1;1
"430080 ANTONIO PRADO";14;14;14;14;14;14;14;14;14;14;14;14
"430085 ARAMBARE";5;5;5;5;5;5;5;5;5;5;5;5
"430087 ARARICA";5;5;5;5;5;5;5;5;5;5;5;5
"430100 ARROIO DO MEIO";11;11;11;11;11;11;11;11;11;11;11;11
"430120 ARROIO DO TIGRE";1;1;1;1;1;1;1;1;1;1;1;1
"430130 ARROIO GRANDE";1;1;1;1;1;1;1;1;1;1;1;1
"430140 ARVOREZINHA";6;6;6;6;6;6;6;6;6;6;6;6
"430150 AUGUSTO PESTANA";1;1;1;1;1;1;1;1;1;1;1;1
"430155 AUREA";2;2;2;2;2;2;2;2;2;2;2;2
"430160 BAGE";21;21;21;21;21;21;21;21;21;21;21;21
"430163 BALNEARIO PINHAL";9;9;9;9;9;9;9;9;9;9;9;9
"430170 BARAO DE COTEGIPE";6;6;6;6;6;6;6;6;6;6;6;6
"430175 BARAO DO TRIUNFO";1;1;1;1;1;1;1;1;1;1;1;1
"430180 BARRACAO";2;2;2;2;2;2;2;2;2;2;2;2
"430185 BARRA DO GUARITA";4;4;4;4;4;4;4;4;4;4;4;4
"430190 BARRA DO RIBEIRO";2;2;2;2;2;2;1;1;1;1;1;1
"430192 BARRA DO RIO AZUL";2;2;2;2;2;2;2;2;2;2;2;2
"430195 BARRA FUNDA";2;2;2;2;2;2;2;2;2;2;2;2
"430210 BENTO GONCALVES";10;10;10;10;10;10;10;10;10;10;10;10
"430215 BOA VISTA DAS MISSOES";1;1;1;1;1;1;1;1;1;1;1;1
"430230 BOM JESUS";1;1;1;1;1;1;1;1;1;1;1;1
"430235 BOM PRINCIPIO";4;4;4;4;4;4;4;4;4;4;4;4
"430237 BOM PROGRESSO";1;1;1;1;1;1;1;1;1;1;1;1
"430245 BOQUEIRAO DO LEAO";3;3;3;3;3;3;3;3;3;3;3;3
"430258 BOZANO";5;5;5;5;5;5;5;5;5;5;5;5
"430265 BROCHIER";4;4;4;4;4;4;4;4;4;4;4;4
"430270 BUTIA";3;3;3;3;3;3;3;3;3;3;3;3
"430280 CACAPAVA DO SUL";4;4;4;4;4;4;4;4;4;4;4;4
"430290 CACEQUI";4;4;4;4;4;4;4;4;4;4;4;4
"430310 CACHOEIRINHA";8;8;8;8;8;8;8;8;8;8;8;8
"430350 CAMAQUA";7;7;7;7;7;7;7;7;7;7;7;7
"430355 CAMARGO";2;2;2;2;2;2;2;2;2;2;2;2
"430360 CAMBARA DO SUL";3;3;3;3;3;3;3;3;3;3;3;3
"430380 CAMPINAS DO SUL";3;3;3;3;3;3;3;3;3;3;3;3
"430390 CAMPO BOM";10;10;10;10;10;10;10;10;10;10;10;10
"430400 CAMPO NOVO";1;1;1;1;1;1;1;1;1;1;1;1
"430420 CANDELARIA";6;6;6;6;6;6;6;6;6;6;6;6
"430440 CANELA";9;9;9;9;9;9;9;9;9;9;9;9
"430460 CANOAS";22;22;22;22;22;22;22;22;22;22;22;22
"430466 CAPAO DO LEAO";6;6;6;6;6;6;6;6;6;6;6;6
"430469 CAPITAO";3;3;3;3;3;3;3;3;3;3;3;3
"430470 CARAZINHO";29;29;29;29;29;29;29;29;29;29;29;29
"430471 CARAA";4;4;4;4;4;4;4;4;4;4;4;4
"430480 CARLOS BARBOSA";9;9;9;9;9;9;9;9;9;9;9;9
"430485 CARLOS GOMES";2;2;2;2;2;2;2;2;2;2;2;2
"430490 CASCA";6;6;6;6;6;6;6;6;6;6;6;6
"430510 CAXIAS DO SUL";274;274;274;274;274;278;278;278;278;278;278;278
"430515 CERRO GRANDE";3;3;3;3;3;3;3;3;3;3;3;3
"430517 CERRO GRANDE DO SUL";6;6;6;6;6;6;6;6;6;6;6;6
"430520 CERRO LARGO";2;2;2;2;2;2;2;2;2;2;2;2
"430535 CHARQUEADAS";4;4;4;4;4;4;4;4;4;4;4;4
"430540 CHIAPETTA";1;1;1;1;1;1;1;1;1;1;1;1
"430543 CHUI";2;2;2;2;2;2;2;2;2;2;2;2
"430544 CHUVISCA";3;3;3;3;3;3;3;3;3;3;3;3
"430550 CIRIACO";1;1;1;1;1;1;1;1;1;1;1;1
"430558 COLINAS";6;6;6;6;6;6;6;6;6;6;6;6
"430580 CONSTANTINA";5;5;5;5;5;5;5;5;5;5;5;5
"430583 COQUEIRO BAIXO";1;1;1;1;1;1;1;1;1;1;1;1
"430587 CORONEL BARROS";4;4;4;4;4;4;4;4;4;4;4;4
"430595 COTIPORA";6;6;6;6;6;6;6;6;6;6;6;6
"430597 COXILHA";4;4;4;4;4;4;4;4;4;4;4;4
"430600 CRISSIUMAL";4;4;4;4;4;4;4;4;4;4;4;4
"430605 CRISTAL";6;6;6;6;6;6;6;6;6;6;6;6
"430607 CRISTAL DO SUL";1;1;1;1;1;1;1;1;1;1;1;1
"430610 CRUZ ALTA";12;12;12;12;12;12;12;12;12;12;12;12
"430620 CRUZEIRO DO SUL";30;30;30;30;30;30;30;30;30;30;30;30
"430632 DERRUBADAS";2;2;2;2;2;2;2;2;2;2;2;2
"430635 DEZESSEIS DE NOVEMBRO";1;1;1;1;1;1;1;1;1;1;1;1
"430637 DILERMANDO DE AGUIAR";2;2;2;2;2;2;2;2;2;2;2;2
"430640 DOIS IRMAOS";6;6;6;6;6;6;6;6;6;6;6;6
"430650 DOM FELICIANO";1;1;1;1;1;1;1;1;1;1;1;1
"430655 DOM PEDRO DE ALCANTARA";2;2;2;2;2;2;2;2;2;2;2;2
"430673 DOUTOR MAURICIO CARDOSO";4;4;4;4;4;4;4;4;4;4;4;4
"430675 DOUTOR RICARDO";4;4;4;4;4;4;4;4;4;4;4;4
"430676 ELDORADO DO SUL";16;16;16;16;16;16;16;16;16;16;17;17
"430680 ENCANTADO";15;15;15;15;15;15;15;15;15;15;15;15
"430695 ENTRE RIOS DO SUL";3;3;3;3;3;3;3;3;3;3;3;3
"430700 ERECHIM";12;12;12;12;12;12;12;12;12;12;12;12
"430710 HERVAL";4;4;4;4;4;4;4;4;4;4;4;4
"430730 ERVAL SECO";8;8;8;8;8;8;8;8;8;8;8;8
"430740 ESMERALDA";2;2;2;2;2;2;2;2;2;2;2;2
"430745 ESPERANCA DO SUL";2;2;2;2;2;2;2;2;2;2;2;2
"430760 ESTANCIA VELHA";10;10;10;10;10;10;10;10;10;10;10;10
"430770 ESTEIO";8;8;8;8;8;8;8;8;8;8;8;8
"430780 ESTRELA";3;3;3;3;3;3;3;3;3;3;3;3
"430790 FARROUPILHA";23;17;17;17;18;18;18;19;20;20;20;20
"430800 FAXINAL DO SOTURNO";2;2;2;2;2;2;2;2;2;2;2;2
"430805 FAXINALZINHO";2;2;2;2;2;2;2;2;2;2;2;2
"430807 FAZENDA VILANOVA";4;4;4;4;4;4;4;4;4;4;4;4
"430810 FELIZ";3;3;3;3;3;3;3;3;3;3;3;3
"430820 FLORES DA CUNHA";6;6;6;6;6;6;6;6;6;6;6;6
"430840 FORMIGUEIRO";1;1;1;1;1;1;1;1;1;1;1;1
"430843 FORQUETINHA";2;2;2;2;2;2;2;2;2;2;2;2
"430845 FORTALEZA DOS VALOS";1;1;1;1;1;1;1;1;1;1;1;1
