CNES - Recursos Físicos - Ambulatório - Consultórios - Brasil
Clínica Básica por Município
Período:Jul/2024
"Município";"Clínica_Básica"
"313530 JAPARAIBA";5
"313535 JAPONVAR";11
"313540 JECEABA";5
"313550 JEQUERI";10
"313560 JEQUITAI";9
"313570 JEQUITIBA";8
"313580 JEQUITINHONHA";10
"313590 JESUANIA";6
"313600 JOAIMA";12
"313610 JOANESIA";4
"313620 JOAO MONLEVADE";136
"313630 JOAO PINHEIRO";69
"313640 JOAQUIM FELICIO";10
"313650 JORDANIA";11
"313652 JOSE GONCALVES DE MINAS";9
"313655 JOSE RAYDAN";3
"313657 JOSENOPOLIS";4
"313660 NOVA UNIAO";5
"313665 JUATUBA";42
"313670 JUIZ DE FORA";497
"313680 JURAMENTO";1
"313690 JURUAIA";8
"313695 JUVENILIA";3
"313700 LADAINHA";11
"313710 LAGAMAR";8
"313720 LAGOA DA PRATA";50
"313730 LAGOA DOS PATOS";3
"313740 LAGOA DOURADA";25
"313750 LAGOA FORMOSA";19
"313753 LAGOA GRANDE";13
"313760 LAGOA SANTA";73
"313770 LAJINHA";20
"313780 LAMBARI";30
"313790 LAMIM";2
"313800 LARANJAL";6
"313810 LASSANCE";6
"313820 LAVRAS";209
"313830 LEANDRO FERREIRA";5
"313840 LEOPOLDINA";73
"313850 LIBERDADE";11
"313860 LIMA DUARTE";32
"313862 LIMEIRA DO OESTE";6
"313865 LONTRA";5
"313867 LUISBURGO";4
"313868 LUISLANDIA";3
"313870 LUMINARIAS";3
"313880 LUZ";3
"313890 MACHACALIS";7
"313900 MACHADO";82
"313910 MADRE DE DEUS DE MINAS";3
"313920 MALACACHETA";110
"313925 MAMONAS";10
"313930 MANGA";10
"313940 MANHUACU";101
"313950 MANHUMIRIM";27
"313960 MANTENA";56
"313970 MARAVILHAS";3
"313980 MAR DE ESPANHA";17
"313990 MARIA DA FE";15
"314000 MARIANA";132
"314010 MARILAC";1
"314015 MARIO CAMPOS";8
"314020 MARIPA DE MINAS";1
"314030 MARLIERIA";2
"314050 MARTINHO CAMPOS";17
"314053 MARTINS SOARES";8
"314055 MATA VERDE";9
"314060 MATERLANDIA";2
"314070 MATEUS LEME";81
"314080 MATIAS BARBOSA";19
"314085 MATIAS CARDOSO";9
"314090 MATIPO";22
"314100 MATO VERDE";16
"314110 MATOZINHOS";21
"314120 MATUTINA";5
"314130 MEDEIROS";2
"314140 MEDINA";3
"314150 MENDES PIMENTEL";3
"314160 MERCES";10
"314170 MESQUITA";3
"314180 MINAS NOVAS";33
"314190 MINDURI";6
"314200 MIRABELA";9
"314210 MIRADOURO";16
"314220 MIRAI";17
"314225 MIRAVANIA";5
"314230 MOEDA";2
"314240 MOEMA";6
"314250 MONJOLOS";1
"314260 MONSENHOR PAULO";11
"314270 MONTALVANIA";10
"314280 MONTE ALEGRE DE MINAS";3
"314290 MONTE AZUL";35
"314300 MONTE BELO";12
"314310 MONTE CARMELO";41
"314315 MONTE FORMOSO";5
"314320 MONTE SANTO DE MINAS";15
"314330 MONTES CLAROS";504
"314340 MONTE SIAO";40
"314345 MONTEZUMA";14
"314350 MORADA NOVA DE MINAS";13
"314380 MUNHOZ";6
"314390 MURIAE";191
"314400 MUTUM";29
"314410 MUZAMBINHO";35
"314420 NACIP RAYDAN";4
"314430 NANUQUE";14
"314435 NAQUE";4
"314437 NATALANDIA";3
"314440 NATERCIA";1
"314450 NAZARENO";5
"314460 NEPOMUCENO";45
"314465 NINHEIRA";17
"314467 NOVA BELEM";3
"314470 NOVA ERA";14
"314480 NOVA LIMA";156
"314490 NOVA MODICA";2
"314500 NOVA PONTE";15
"314505 NOVA PORTEIRINHA";13
"314510 NOVA RESENDE";14
"314520 NOVA SERRANA";70
"314530 NOVO CRUZEIRO";6
"314535 NOVO ORIENTE DE MINAS";3
"314537 NOVORIZONTE";4
"314540 OLARIA";2
"314545 OLHOS-D'AGUA";6
"314550 OLIMPIO NORONHA";2
"314560 OLIVEIRA";59
"314570 OLIVEIRA FORTES";2
"314585 ORATORIOS";6
"314587 ORIZANIA";4
"314590 OURO BRANCO";43
"314600 OURO FINO";27
"314610 OURO PRETO";117
"314620 OURO VERDE DE MINAS";12
"314625 PADRE CARVALHO";7
"314630 PADRE PARAISO";15
"314640 PAINEIRAS";5
"314650 PAINS";4
"314655 PAI PEDRO";3
"314660 PAIVA";3
"314670 PALMA";13
"314675 PALMOPOLIS";5
"314690 PAPAGAIOS";21
"314700 PARACATU";66
"314710 PARA DE MINAS";176
"314720 PARAGUACU";18
"314730 PARAISOPOLIS";38
"314740 PARAOPEBA";23
"314760 PASSA QUATRO";15
"314770 PASSA TEMPO";4
"314780 PASSA-VINTE";3
"314790 PASSOS";92
"314795 PATIS";3
"314800 PATOS DE MINAS";175
"314810 PATROCINIO";84
"314820 PATROCINIO DO MURIAE";3
"314830 PAULA CANDIDO";3
"314840 PAULISTAS";3
"314850 PAVAO";3
"314860 PECANHA";13
"314870 PEDRA AZUL";23
"314875 PEDRA BONITA";5
"314880 PEDRA DO ANTA";2
"314890 PEDRA DO INDAIA";3
"314900 PEDRA DOURADA";3
"314915 PEDRAS DE MARIA DA CRUZ";7
"314920 PEDRINOPOLIS";1
"314930 PEDRO LEOPOLDO";73
"314940 PEDRO TEIXEIRA";3
"314950 PEQUERI";8
"314960 PEQUI";6
"314970 PERDIGAO";8
"314980 PERDIZES";9
"314990 PERDOES";36
"314995 PERIQUITO";2
"315000 PESCADOR";2
"315010 PIAU";3
"315015 PIEDADE DE CARATINGA";8
"315020 PIEDADE DE PONTE NOVA";4
"315030 PIEDADE DO RIO GRANDE";4
"315040 PIEDADE DOS GERAIS";5
"315050 PIMENTA";6
"315053 PINGO-D'AGUA";3
"315057 PINTOPOLIS";1
"315060 PIRACEMA";5
"315080 PIRANGA";12
"315090 PIRANGUCU";3
"315100 PIRANGUINHO";8
"315110 PIRAPETINGA";14
"315120 PIRAPORA";32
"315130 PIRAUBA";5
"315140 PITANGUI";76
"315150 PIUMHI";69
"315160 PLANURA";2
"315170 POCO FUNDO";12
"315180 POCOS DE CALDAS";568
"315190 POCRANE";5
"315200 POMPEU";19
"315210 PONTE NOVA";130
"315213 PONTO CHIQUE";6
"315217 PONTO DOS VOLANTES";8
"315220 PORTEIRINHA";38
"315230 PORTO FIRME";3
"315240 POTE";6
"315250 POUSO ALEGRE";225
"315260 POUSO ALTO";6
"315270 PRADOS";5
"315280 PRATA";32
"315290 PRATAPOLIS";6
"315300 PRATINHA";4
"315310 PRESIDENTE BERNARDES";6
"315320 PRESIDENTE JUSCELINO";2
"315330 PRESIDENTE KUBITSCHEK";1
"315340 PRESIDENTE OLEGARIO";11
"315350 ALTO JEQUITIBA";9
"315360 PRUDENTE DE MORAIS";4
"315370 QUARTEL GERAL";2
"315380 QUELUZITO";3
"315390 RAPOSOS";6
"315400 RAUL SOARES";17
"315410 RECREIO";9
"315415 REDUTO";5
"315420 RESENDE COSTA";15
"315430 RESPLENDOR";18
"315440 RESSAQUINHA";7
"315445 RIACHINHO";4
"315450 RIACHO DOS MACHADOS";11
"315460 RIBEIRAO DAS NEVES";81
"315470 RIBEIRAO VERMELHO";4
"315480 RIO ACIMA";4
"315490 RIO CASCA";19
"315500 RIO DOCE";2
"315510 RIO DO PRADO";5
"315520 RIO ESPERA";5
"315530 RIO MANSO";2
"315540 RIO NOVO";10
"315550 RIO PARANAIBA";13
"315560 RIO PARDO DE MINAS";14
"315570 RIO PIRACICABA";15
"315580 RIO POMBA";8
"315590 RIO PRETO";8
"315600 RIO VERMELHO";10
"315610 RITAPOLIS";2
"315620 ROCHEDO DE MINAS";1
"315630 RODEIRO";8
"315640 ROMARIA";5
"315645 ROSARIO DA LIMEIRA";4
"315650 RUBELITA";1
"315660 RUBIM";8
"315670 SABARA";90
"315680 SABINOPOLIS";10
"315690 SACRAMENTO";54
"315700 SALINAS";18
"315710 SALTO DA DIVISA";3
"315720 SANTA BARBARA";130
"315725 SANTA BARBARA DO LESTE";7
"315727 SANTA BARBARA DO MONTE VERDE";5
"315730 SANTA BARBARA DO TUGURIO";1
"315733 SANTA CRUZ DE MINAS";9
"315737 SANTA CRUZ DE SALINAS";4
"315750 SANTA EFIGENIA DE MINAS";2
"315760 SANTA FE DE MINAS";1
"315765 SANTA HELENA DE MINAS";4
"315770 SANTA JULIANA";20
"315780 SANTA LUZIA";115
"315790 SANTA MARGARIDA";15
"315800 SANTA MARIA DE ITABIRA";5
"315810 SANTA MARIA DO SALTO";3
"315820 SANTA MARIA DO SUACUI";15
"315830 SANTANA DA VARGEM";5
"315840 SANTANA DE CATAGUASES";6
"315850 SANTANA DE PIRAPAMA";4
"315860 SANTANA DO DESERTO";6
"315870 SANTANA DO GARAMBEU";4
"315890 SANTANA DO MANHUACU";7
"315895 SANTANA DO PARAISO";24
"315900 SANTANA DO RIACHO";3
"315910 SANTANA DOS MONTES";4
"315920 SANTA RITA DE CALDAS";11
"315930 SANTA RITA DE JACUTINGA";6
"315935 SANTA RITA DE MINAS";8
"315940 SANTA RITA DE IBITIPOCA";3
"315950 SANTA RITA DO ITUETO";12
"315960 SANTA RITA DO SAPUCAI";198
"315970 SANTA ROSA DA SERRA";2
"315980 SANTA VITORIA";33
"315990 SANTO ANTONIO DO AMPARO";11
"316000 SANTO ANTONIO DO AVENTUREIRO";6
"316010 SANTO ANTONIO DO GRAMA";5
"316030 SANTO ANTONIO DO JACINTO";10
"316040 SANTO ANTONIO DO MONTE";25
"316045 SANTO ANTONIO DO RETIRO";9
"316070 SANTOS DUMONT";67
"316080 SAO BENTO ABADE";5
"316090 SAO BRAS DO SUACUI";3
"316095 SAO DOMINGOS DAS DORES";3
"316100 SAO DOMINGOS DO PRATA";41
"316105 SAO FELIX DE MINAS";3
"316110 SAO FRANCISCO";36
"316120 SAO FRANCISCO DE PAULA";4
"316130 SAO FRANCISCO DE SALES";2
"316140 SAO FRANCISCO DO GLORIA";5
"316150 SAO GERALDO";7
"316160 SAO GERALDO DA PIEDADE";1
"316165 SAO GERALDO DO BAIXIO";2
"316170 SAO GONCALO DO ABAETE";6
"316180 SAO GONCALO DO PARA";6
"316190 SAO GONCALO DO RIO ABAIXO";11
"316200 SAO GONCALO DO SAPUCAI";39
"316210 SAO GOTARDO";35
"316220 SAO JOAO BATISTA DO GLORIA";5
"316225 SAO JOAO DA LAGOA";4
"316230 SAO JOAO DA MATA";1
"316240 SAO JOAO DA PONTE";21
"316245 SAO JOAO DAS MISSOES";11
"316250 SAO JOAO DEL REI";111
"316255 SAO JOAO DO MANHUACU";8
"316257 SAO JOAO DO MANTENINHA";6
"316260 SAO JOAO DO ORIENTE";5
"316265 SAO JOAO DO PACUI";5
"316270 SAO JOAO DO PARAISO";13
"316280 SAO JOAO EVANGELISTA";27
"316290 SAO JOAO NEPOMUCENO";8
"316292 SAO JOAQUIM DE BICAS";21
"316294 SAO JOSE DA BARRA";3
"316295 SAO JOSE DA LAPA";16
"316300 SAO JOSE DA SAFIRA";4
"316310 SAO JOSE DA VARGINHA";6
"316320 SAO JOSE DO ALEGRE";4
"316330 SAO JOSE DO DIVINO";5
"316340 SAO JOSE DO GOIABAL";3
"316350 SAO JOSE DO JACURI";3
"316360 SAO JOSE DO MANTIMENTO";2
"316370 SAO LOURENCO";135
"316390 SAO PEDRO DA UNIAO";4
"316400 SAO PEDRO DOS FERROS";10
"316410 SAO PEDRO DO SUACUI";5
"316420 SAO ROMAO";3
"316430 SAO ROQUE DE MINAS";3
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";6
"316447 SAO SEBASTIAO DO ANTA";2
"316450 SAO SEBASTIAO DO MARANHAO";5
"316460 SAO SEBASTIAO DO OESTE";14
"316470 SAO SEBASTIAO DO PARAISO";73
"316490 SAO SEBASTIAO DO RIO VERDE";3
"316500 SAO TIAGO";7
"316510 SAO TOMAS DE AQUINO";7
"316520 SAO THOME DAS LETRAS";10
"316530 SAO VICENTE DE MINAS";8
"316540 SAPUCAI-MIRIM";4
"316550 SARDOA";3
"316553 SARZEDO";42
"316555 SETUBINHA";5
"316556 SEM-PEIXE";2
"316557 SENADOR AMARAL";5
"316570 SENADOR FIRMINO";12
"316590 SENADOR MODESTINO GONCALVES";13
"316600 SENHORA DE OLIVEIRA";5
"316610 SENHORA DO PORTO";1
"316620 SENHORA DOS REMEDIOS";10
"316630 SERICITA";4
"316640 SERITINGA";2
"316660 SERRA DA SAUDADE";2
"316680 SERRA DO SALITRE";12
"316690 SERRANIA";9
"316695 SERRANOPOLIS DE MINAS";4
"316700 SERRANOS";2
"316710 SERRO";4
"316720 SETE LAGOAS";309
"316730 SILVEIRANIA";4
"316740 SILVIANOPOLIS";7
"316750 SIMAO PEREIRA";8
"316760 SIMONESIA";19
"316770 SOBRALIA";7
"316780 SOLEDADE DE MINAS";9
"316790 TABULEIRO";6
"316800 TAIOBEIRAS";68
"316805 TAPARUBA";4
"316810 TAPIRA";5
"316820 TAPIRAI";3
"316830 TAQUARACU DE MINAS";4
"316840 TARUMIRIM";14
"316850 TEIXEIRAS";7
"316860 TEOFILO OTONI";155
"316870 TIMOTEO";193
"316880 TIRADENTES";13
"316890 TIROS";2
"316900 TOCANTINS";10
"316905 TOCOS DO MOJI";2
"316910 TOLEDO";2
"316920 TOMBOS";9
"316930 TRES CORACOES";157
"316935 TRES MARIAS";52
"316940 TRES PONTAS";58
"316950 TUMIRITINGA";4
"316960 TUPACIGUARA";30
"316970 TURMALINA";33
"316980 TURVOLANDIA";1
"316990 UBA";88
"317000 UBAI";16
"317005 UBAPORANGA";12
"317010 UBERABA";480
"317020 UBERLANDIA";1101
"317030 UMBURATIBA";2
"317040 UNAI";75
"317043 UNIAO DE MINAS";2
"317047 URUANA DE MINAS";2
"317050 URUCANIA";9
"317052 URUCUIA";13
"317057 VARGEM ALEGRE";1
"317060 VARGEM BONITA";3
"317065 VARGEM GRANDE DO RIO PARDO";8
"317070 VARGINHA";595
"317075 VARJAO DE MINAS";7
"317080 VARZEA DA PALMA";22
"317090 VARZELANDIA";10
"317100 VAZANTE";17
"317103 VERDELANDIA";5
"317107 VEREDINHA";3
"317110 VERISSIMO";1
"317115 VERMELHO NOVO";3
"317120 VESPASIANO";68
"317130 VICOSA";88
"317140 VIEIRAS";1
"317150 MATHIAS LOBATO";2
"317160 VIRGEM DA LAPA";12
"317170 VIRGINIA";19
"317180 VIRGINOPOLIS";8
"317190 VIRGOLANDIA";4
"317200 VISCONDE DO RIO BRANCO";41
"317210 VOLTA GRANDE";4
"317220 WENCESLAU BRAZ";11
"320010 AFONSO CLAUDIO";41
"320013 AGUIA BRANCA";16
"320016 AGUA DOCE DO NORTE";11
"320020 ALEGRE";36
"320030 ALFREDO CHAVES";16
"320035 ALTO RIO NOVO";2
"320040 ANCHIETA";87
"320050 APIACA";3
"320060 ARACRUZ";79
"320070 ATILIO VIVACQUA";12
"320080 BAIXO GUANDU";66
"320090 BARRA DE SAO FRANCISCO";83
"320100 BOA ESPERANCA";5
"320110 BOM JESUS DO NORTE";13
"320115 BREJETUBA";12
"320120 CACHOEIRO DE ITAPEMIRIM";259
"320130 CARIACICA";169
"320140 CASTELO";54
"320150 COLATINA";237
"320160 CONCEICAO DA BARRA";13
"320170 CONCEICAO DO CASTELO";24
"320180 DIVINO DE SAO LOURENCO";3
"320190 DOMINGOS MARTINS";45
"320200 DORES DO RIO PRETO";6
"320210 ECOPORANGA";16
"320220 FUNDAO";9
"320225 GOVERNADOR LINDENBERG";14
"320230 GUACUI";70
"320240 GUARAPARI";118
"320245 IBATIBA";15
"320250 IBIRACU";20
"320255 IBITIRAMA";15
"320260 ICONHA";11
"320265 IRUPI";9
"320270 ITAGUACU";22
"320280 ITAPEMIRIM";82
"320290 ITARANA";15
"320300 IUNA";78
"320305 JAGUARE";40
"320310 JERONIMO MONTEIRO";13
"320313 JOAO NEIVA";18
"320316 LARANJA DA TERRA";12
"320320 LINHARES";199
"320330 MANTENOPOLIS";7
"320332 MARATAIZES";26
"320334 MARECHAL FLORIANO";27
"320335 MARILANDIA";11
"320340 MIMOSO DO SUL";29
"320350 MONTANHA";16
"320360 MUCURICI";4
"320370 MUNIZ FREIRE";48
"320380 MUQUI";18
"320390 NOVA VENECIA";45
"320400 PANCAS";5
"320405 PEDRO CANARIO";18
"320410 PINHEIROS";20
"320420 PIUMA";25
"320425 PONTO BELO";3
"320430 PRESIDENTE KENNEDY";22
"320435 RIO BANANAL";17
"320440 RIO NOVO DO SUL";14
"320450 SANTA LEOPOLDINA";16
"320455 SANTA MARIA DE JETIBA";96
"320460 SANTA TERESA";29
"320465 SAO DOMINGOS DO NORTE";6
"320470 SAO GABRIEL DA PALHA";41
"320480 SAO JOSE DO CALCADO";3
"320490 SAO MATEUS";97
"320495 SAO ROQUE DO CANAA";15
"320500 SERRA";265
"320501 SOORETAMA";22
"320503 VARGEM ALTA";28
"320506 VENDA NOVA DO IMIGRANTE";99
"320510 VIANA";65
"320515 VILA PAVAO";7
"320517 VILA VALERIO";11
"320520 VILA VELHA";563
"320530 VITORIA";399
"330010 ANGRA DOS REIS";306
"330015 APERIBE";16
"330020 ARARUAMA";307
"330022 AREAL";17
"330023 ARMACAO DOS BUZIOS";43
"330025 ARRAIAL DO CABO";50
"330030 BARRA DO PIRAI";134
"330040 BARRA MANSA";250
"330045 BELFORD ROXO";235
"330050 BOM JARDIM";34
"330060 BOM JESUS DO ITABAPOANA";56
"330070 CABO FRIO";354
"330080 CACHOEIRAS DE MACACU";109
"330090 CAMBUCI";9
"330093 CARAPEBUS";12
"330095 COMENDADOR LEVY GASPARIAN";31
"330100 CAMPOS DOS GOYTACAZES";613
"330110 CANTAGALO";37
"330115 CARDOSO MOREIRA";16
"330120 CARMO";36
"330130 CASIMIRO DE ABREU";20
"330140 CONCEICAO DE MACABU";13
"330150 CORDEIRO";43
"330160 DUAS BARRAS";14
"330170 DUQUE DE CAXIAS";667
"330180 ENGENHEIRO PAULO DE FRONTIN";19
"330185 GUAPIMIRIM";64
"330187 IGUABA GRANDE";38
"330190 ITABORAI";212
"330200 ITAGUAI";256
"330205 ITALVA";17
"330210 ITAOCARA";22
"330220 ITAPERUNA";135
"330225 ITATIAIA";32
"330227 JAPERI";42
"330230 LAJE DO MURIAE";9
"330240 MACAE";273
"330245 MACUCO";11
"330250 MAGE";282
"330260 MANGARATIBA";43
"330270 MARICA";137
"330280 MENDES";29
"330285 MESQUITA";117
"330290 MIGUEL PEREIRA";72
"330300 MIRACEMA";22
"330310 NATIVIDADE";22
"330320 NILOPOLIS";173
"330330 NITEROI";1119
"330340 NOVA FRIBURGO";307
"330350 NOVA IGUACU";752
"330360 PARACAMBI";31
"330370 PARAIBA DO SUL";57
"330380 PARATY";32
"330385 PATY DO ALFERES";57
"330390 PETROPOLIS";649
"330395 PINHEIRAL";13
"330400 PIRAI";36
"330410 PORCIUNCULA";61
"330411 PORTO REAL";29
"330412 QUATIS";22
"330414 QUEIMADOS";83
"330415 QUISSAMA";11
"330420 RESENDE";155
"330430 RIO BONITO";39
"330440 RIO CLARO";25
"330450 RIO DAS FLORES";11
"330452 RIO DAS OSTRAS";131
"330455 RIO DE JANEIRO";12421
"330460 SANTA MARIA MADALENA";12
"330470 SANTO ANTONIO DE PADUA";29
"330475 SAO FRANCISCO DE ITABAPOANA";38
"330480 SAO FIDELIS";49
"330490 SAO GONCALO";676
"330500 SAO JOAO DA BARRA";51
"330510 SAO JOAO DE MERITI";353
"330513 SAO JOSE DE UBA";7
"330515 SAO JOSE DO VALE DO RIO PRETO";34
"330520 SAO PEDRO DA ALDEIA";75
"330530 SAO SEBASTIAO DO ALTO";12
"330540 SAPUCAIA";30
"330550 SAQUAREMA";38
"330555 SEROPEDICA";17
"330560 SILVA JARDIM";21
"330570 SUMIDOURO";15
"330575 TANGUA";23
"330580 TERESOPOLIS";305
"330590 TRAJANO DE MORAES";24
"330600 TRES RIOS";212
"330610 VALENCA";163
"330615 VARRE-SAI";13
"330620 VASSOURAS";59
"330630 VOLTA REDONDA";413
"350010 ADAMANTINA";12
"350020 ADOLFO";2
"350030 AGUAI";38
"350050 AGUAS DE LINDOIA";33
"350055 AGUAS DE SANTA BARBARA";4
"350070 AGUDOS";36
"350075 ALAMBARI";3
"350080 ALFREDO MARCONDES";4
"350090 ALTAIR";3
"350100 ALTINOPOLIS";20
"350110 ALTO ALEGRE";6
"350115 ALUMINIO";12
"350120 ALVARES FLORENCE";5
"350130 ALVARES MACHADO";19
"350140 ALVARO DE CARVALHO";6
"350150 ALVINLANDIA";1
"350160 AMERICANA";217
"350170 AMERICO BRASILIENSE";15
"350180 AMERICO DE CAMPOS";3
"350190 AMPARO";68
"350200 ANALANDIA";6
"350210 ANDRADINA";28
"350220 ANGATUBA";13
"350230 ANHEMBI";3
"350240 ANHUMAS";3
"350250 APARECIDA";22
"350260 APARECIDA D'OESTE";4
"350270 APIAI";21
"350275 ARACARIGUAMA";10
"350280 ARACATUBA";216
"350290 ARACOIABA DA SERRA";44
"350300 ARAMINA";13
"350310 ARANDU";6
"350315 ARAPEI";1
"350320 ARARAQUARA";529
"350330 ARARAS";250
"350340 AREALVA";11
"350350 AREIAS";4
"350360 AREIOPOLIS";7
"350370 ARIRANHA";6
"350380 ARTUR NOGUEIRA";94
"350390 ARUJA";76
"350395 ASPASIA";1
"350400 ASSIS";130
"350410 ATIBAIA";142
"350420 AURIFLAMA";21
"350430 AVAI";3
"350440 AVANHANDAVA";9
"350450 AVARE";225
"350460 BADY BASSITT";10
"350470 BALBINOS";5
"350480 BALSAMO";11
"350490 BANANAL";11
"350500 BARAO DE ANTONINA";1
"350510 BARBOSA";2
"350520 BARIRI";38
"350530 BARRA BONITA";26
"350540 BARRA DO TURVO";6
"350550 BARRETOS";228
"350560 BARRINHA";33
"350570 BARUERI";464
"350580 BASTOS";14
"350590 BATATAIS";155
"350600 BAURU";472
"350610 BEBEDOURO";148
"350620 BENTO DE ABREU";3
"350630 BERNARDINO DE CAMPOS";8
"350635 BERTIOGA";137
"350640 BILAC";5
"350650 BIRIGUI";179
"350660 BIRITIBA-MIRIM";20
"350670 BOA ESPERANCA DO SUL";13
"350680 BOCAINA";13
"350690 BOFETE";15
"350700 BOITUVA";116
"350710 BOM JESUS DOS PERDOES";26
"350715 BOM SUCESSO DE ITARARE";1
"350730 BORACEIA";5
"350740 BORBOREMA";9
"350745 BOREBI";1
"350750 BOTUCATU";702
"350760 BRAGANCA PAULISTA";101
"350770 BRAUNA";2
"350775 BREJO ALEGRE";4
"350780 BRODOWSKI";19
"350790 BROTAS";19
"350800 BURI";13
"350810 BURITAMA";12
"350820 BURITIZAL";3
"350830 CABRALIA PAULISTA";2
"350840 CABREUVA";24
"350850 CACAPAVA";130
"350860 CACHOEIRA PAULISTA";36
"350870 CACONDE";18
"350880 CAFELANDIA";24
"350890 CAIABU";3
"350900 CAIEIRAS";108
"350910 CAIUA";2
"350920 CAJAMAR";81
"350925 CAJATI";44
"350930 CAJOBI";7
"350940 CAJURU";21
"350945 CAMPINA DO MONTE ALEGRE";4
"350950 CAMPINAS";2589
"350960 CAMPO LIMPO PAULISTA";34
"350970 CAMPOS DO JORDAO";70
"350980 CAMPOS NOVOS PAULISTA";8
"350990 CANANEIA";12
"350995 CANAS";6
"351000 CANDIDO MOTA";47
"351015 CANITAR";4
"351020 CAPAO BONITO";13
"351030 CAPELA DO ALTO";6
"351040 CAPIVARI";52
"351050 CARAGUATATUBA";129
"351060 CARAPICUIBA";180
"351070 CARDOSO";1
"351080 CASA BRANCA";35
"351090 CASSIA DOS COQUEIROS";3
"351100 CASTILHO";13
"351110 CATANDUVA";161
"351120 CATIGUA";5
"351130 CEDRAL";17
"351140 CERQUEIRA CESAR";9
"351150 CERQUILHO";36
"351160 CESARIO LANGE";12
"351170 CHARQUEADA";5
"351190 CLEMENTINA";8
"351200 COLINA";39
"351210 COLOMBIA";6
"351220 CONCHAL";23
"351230 CONCHAS";29
"351240 CORDEIROPOLIS";22
"351260 CORONEL MACEDO";6
"351270 CORUMBATAI";7
"351280 COSMOPOLIS";78
"351290 COSMORAMA";4
"351300 COTIA";180
"351310 CRAVINHOS";56
"351320 CRISTAIS PAULISTA";5
"351330 CRUZALIA";3
"351340 CRUZEIRO";99
"351350 CUBATAO";80
"351360 CUNHA";26
"351370 DESCALVADO";76
"351380 DIADEMA";238
"351385 DIRCE REIS";1
"351390 DIVINOLANDIA";10
"351400 DOBRADA";5
"351410 DOIS CORREGOS";37
"351420 DOLCINOPOLIS";3
"351430 DOURADO";17
"351440 DRACENA";137
"351450 DUARTINA";31
"351460 DUMONT";10
"351470 ECHAPORA";3
"351480 ELDORADO";13
"351490 ELIAS FAUSTO";20
"351495 EMBAUBA";2
"351500 EMBU DAS ARTES";194
"351510 EMBU-GUACU";23
"351512 EMILIANOPOLIS";2
"351515 ENGENHEIRO COELHO";8
"351518 ESPIRITO SANTO DO PINHAL";37
"351519 ESPIRITO SANTO DO TURVO";3
"351520 ESTRELA D'OESTE";10
"351535 EUCLIDES DA CUNHA PAULISTA";5
"351540 FARTURA";15
"351550 FERNANDOPOLIS";113
"351560 FERNANDO PRESTES";7
"351565 FERNAO";1
"351570 FERRAZ DE VASCONCELOS";93
"351590 FLOREAL";2
"351600 FLORIDA PAULISTA";6
"351610 FLORINIA";4
"351620 FRANCA";382
"351630 FRANCISCO MORATO";57
"351640 FRANCO DA ROCHA";88
"351660 GALIA";3
"351670 GARCA";23
"351680 GASTAO VIDIGAL";3
"351685 GAVIAO PEIXOTO";3
"351690 GENERAL SALGADO";13
"351700 GETULINA";6
"351710 GLICERIO";5
"351720 GUAICARA";7
"351730 GUAIMBE";3
"351740 GUAIRA";59
"351750 GUAPIACU";19
"351760 GUAPIARA";13
"351770 GUARA";41
"351780 GUARACAI";11
"351790 GUARACI";8
"351800 GUARANI D'OESTE";5
"351810 GUARANTA";7
"351820 GUARARAPES";40
"351830 GUARAREMA";20
"351840 GUARATINGUETA";248
"351850 GUAREI";2
"351860 GUARIBA";30
"351870 GUARUJA";281
"351880 GUARULHOS";697
"351885 GUATAPARA";4
"351890 GUZOLANDIA";2
"351900 HERCULANDIA";6
"351905 HOLAMBRA";18
"351907 HORTOLANDIA";106
"351910 IACANGA";15
"351925 IARAS";10
"351930 IBATE";31
"351940 IBIRA";5
"351950 IBIRAREMA";8
"351960 IBITINGA";64
"351970 IBIUNA";23
"351980 ICEM";11
"351990 IEPE";3
"352000 IGARACU DO TIETE";8
"352010 IGARAPAVA";74
"352020 IGARATA";3
"352030 IGUAPE";32
"352040 ILHABELA";19
"352042 ILHA COMPRIDA";20
"352044 ILHA SOLTEIRA";72
"352050 INDAIATUBA";335
"352060 INDIANA";2
"352070 INDIAPORA";2
"352080 INUBIA PAULISTA";3
"352090 IPAUSSU";9
"352100 IPERO";28
"352110 IPEUNA";7
"352115 IPIGUA";3
"352120 IPORANGA";7
"352130 IPUA";11
"352140 IRACEMAPOLIS";19
"352150 IRAPUA";12
"352160 IRAPURU";1
"352170 ITABERA";10
"352180 ITAI";16
"352190 ITAJOBI";5
"352210 ITANHAEM";94
"352220 ITAPECERICA DA SERRA";55
"352230 ITAPETININGA";375
"352240 ITAPEVA";219
"352250 ITAPEVI";121
"352260 ITAPIRA";83
"352265 ITAPIRAPUA PAULISTA";1
"352270 ITAPOLIS";59
"352280 ITAPORANGA";15
"352290 ITAPUI";4
"352300 ITAPURA";3
"352310 ITAQUAQUECETUBA";118
"352320 ITARARE";11
"352330 ITARIRI";8
"352340 ITATIBA";139
"352350 ITATINGA";23
"352360 ITIRAPINA";18
"352370 ITIRAPUA";5
"352380 ITOBI";8
"352390 ITU";136
"352400 ITUPEVA";37
"352410 ITUVERAVA";87
"352420 JABORANDI";7
